Participant,Task,Saccade Count,Total Saccade Duration [ms],Average Saccade Duration [ms],Average Saccade Distance [px]
172,rectangle_java2.jpg,71,18134.559,255.41632394366198,74.81706665990559
172,mupliple_choice_rectangle.jpg,57,29018.257999999994,509.092245614035,80.32336018288916
173,rectangle_java.jpg,2,40647.995,20323.9975,154.979188615055
173,mupliple_choice_rectangle.jpg,17,49490.14800000001,2911.185176470589,123.96786762625091
173,vehicle_java.jpg,0,0.0,0.0,0.0
173,mupliple_choice_vehicle.jpg,3,904.9549999999999,301.65166666666664,147.48791007225452
174,rectangle_java2.jpg,22,132454.724,6020.669272727272,135.7196690153862
174,mupliple_choice_rectangle.jpg,6,12555.919999999998,2092.653333333333,86.33883913986479
174,vehicle_java2.jpg,24,145390.89200000002,6057.953833333334,186.6401407591118
174,mupliple_choice_vehicle.jpg,2,15403.744999999999,7701.8724999999995,179.84890927436442
175,rectangle_python.jpg,29,25158.187,867.5236896551725,141.10740454822258
175,mupliple_choice_rectangle.jpg,11,14958.861,1359.8964545454546,220.49364202314788
175,vehicle_python.jpg,51,43725.02000000002,857.3533333333337,182.15215340541326
175,mupliple_choice_vehicle.jpg,25,26022.147,1040.88588,230.93783341720282
176,rectangle_java2.jpg,379,107924.83700000013,284.76210290237503,64.6024877209837
176,mupliple_choice_rectangle.jpg,125,39597.29,316.77832,86.7321917679485
176,vehicle_java2.jpg,287,79794.62000000004,278.0300348432057,68.84967231285515
176,mupliple_choice_vehicle.jpg,80,27330.164999999994,341.6270624999999,96.48915469817027
