FirstFixationDuration,SingleFixationDuration,GazeDuration,TotalTime,TokenNoFixationProbability,TokenSingleFixationProbability,TokenMultipleFixationProbability,TokenFixationProbability,Skill
271.14218009478674,268.6137931034483,308.1563981042654,581.7440758293839,0.7079790821740203,0.1591763494703397,0.12685610788733306,0.2920209178259797,0.3313852199363055
256.2705667276051,254.65904365904365,306.23034734917735,502.84643510054843,0.7562076985885672,0.1549863584899343,0.1102279839457027,0.27861977304163743,0.3791874782990084
314.60233918128654,315.7098765432099,334.43859649122805,537.4619883040936,0.9050965411728188,0.14516525875062947,0.0761751295332972,0.20246071216465317,0.3112640766378745
269.72124756335285,269.06237006237006,291.56530214424953,485.18518518518516,0.7694538655244982,0.13066863488361885,0.10337485248092372,0.2305461344755018,0.4247272441708926
309.16712328767125,302.72121212121215,349.09589041095893,500.4246575342466,0.8164782735317185,0.11794259315606484,0.08663395242660743,0.20250673265465538,0.3130314547526517
258.83142857142855,262.72085889570553,277.59714285714284,497.95714285714286,0.848819815505282,0.15564481352638757,0.12742218475021586,0.28457446493123406,0.3159324608361128
161.3953488372093,161.9512195121951,168.5581395348837,392.0,0.9817111220568672,0.029346146600828953,0.060056542321988544,0.04180314958430363,0.42087305789284923
277.5631868131868,275.7176470588235,304.6620879120879,426.45604395604397,0.830101968707636,0.10872623419012332,0.07478715003827162,0.181224566711855,0.3503922106976225
225.05,226.64874551971326,245.15666666666667,501.6766666666667,0.8276367128963378,0.14028290694500115,0.14791188521426635,0.29029606249037854,0.1782057508348026
269.2348336594912,270.03164556962025,295.88845401174166,625.3228962818004,0.7904671657610547,0.12980443833003166,0.12453223783994032,0.24833521094986116,0.3092328035900183
259.23399014778323,254.949860724234,298.6453201970443,568.0615763546798,0.823278631259083,0.10944571222630396,0.07837051570178853,0.1824220580551401,0.4196596442881422
239.63541666666666,241.87777777777777,247.42708333333334,401.6458333333333,0.9500604299738282,0.0690910765921774,0.050677976648059155,0.09400389651985286,0.3163610051413095
336.5329341317365,329.9343891402715,405.0439121756487,741.9321357285429,0.7736113708226473,0.1620817438002092,0.13170754598348755,0.3018515055698035,0.2259110676039692
315.3511904761905,316.60702875399363,338.4107142857143,544.3005952380952,0.8323535345023632,0.12949272449491278,0.08912671393322005,0.21458747583697524,0.3413970206066369
354.93283582089555,357.7265625,378.8731343283582,475.05970149253733,0.9195035150852559,0.09141795966628531,0.06908301089829826,0.12879437586359058,0.2124265852453786
239.71017699115043,242.48317307692307,263.6924778761062,511.13495575221236,0.7816783671305789,0.1458144026116904,0.11818721305724511,0.26870354814697983,0.2929460707511213
215.51476793248946,215.41230068337129,231.9873417721519,441.7088607594937,0.80835795752947,0.13898494333278658,0.11760523330669934,0.24530181436227833,0.2919379479744257
267.2096069868996,262.4830917874396,306.825327510917,434.1659388646288,0.8976238040971044,0.07931117489565342,0.044393852747023205,0.12133475069972811,0.6567258479636
292.0,292.2448979591837,306.98039215686276,324.54901960784315,0.9702880949868052,0.08086456780190407,0.015084135988377797,0.0864346327656576,0.3695272064473092
326.54639175257734,329.52952029520293,360.18213058419246,659.5687285223368,0.7299483546097433,0.15433403106973917,0.12862110085789066,0.28805508841627386,0.3233297982404848
232.10902255639098,232.05394190871368,261.76691729323306,389.5601503759398,0.8440351413501119,0.09258143741211101,0.09056993126541626,0.16636251589321388,0.3940453546021746
228.0,228.0,228.0,228.0,0.9995888157894737,0.013157894736842105,0.0,0.013157894736842105,0.3147726919526081
257.6034482758621,251.1823899371069,294.08620689655174,473.5919540229885,0.9072238268469558,0.09077588094896881,0.0901424669955674,0.14844187704487072,0.3111484797842388
297.4129692832764,291.88416988416986,361.57679180887374,927.9317406143344,0.7939274629560131,0.17953107002403906,0.2525487181195271,0.43962141236050534,0.1425196298209625
281.16272189349115,281.5552050473186,306.6686390532544,480.6213017751479,0.8355755536101581,0.10135509238859235,0.06418566805263438,0.16442444638984186,0.2471240479978258
328.27196652719664,312.7722772277228,401.8661087866109,624.5439330543933,0.8535463703908536,0.10649412260134619,0.07883258811690914,0.20376157163011677,0.2037651837879659
201.32,203.14027149321268,240.108,401.324,0.8701625304399175,0.13909484015014356,0.11503150638693665,0.24439994270133159,0.1838342818283139
347.7453987730061,349.0629139072848,392.1871165644172,604.5950920245399,0.8376381087115707,0.1310922059736603,0.08388526645641835,0.20782322084918953,0.2716795149851701
609.625,609.625,609.625,662.125,0.99740158839779,0.03604972375690608,0.011049723756906077,0.04157458563535912,0.4014027573568383
259.59685863874347,253.25641025641025,294.79057591623035,469.32984293193715,0.8279405528607127,0.11028091581300874,0.07079476356979778,0.18353007694857312,0.1946792033414369
213.01768172888015,212.85294117647058,230.19646365422398,373.2180746561886,0.7697954706456993,0.14421041089506662,0.11961498979737806,0.2540187910116421,0.3538662932007612
253.128,257.31304347826085,279.8,490.576,0.8920517614712287,0.07396258118140074,0.07288339102892785,0.13285937049694926,0.3330679543127584
261.0608695652174,262.9724770642202,280.67826086956524,416.4695652173913,0.8900430836333635,0.09015201557243693,0.05912966330332662,0.13031930828638408,0.5365493095267971
268.435,264.7142857142857,298.215,456.595,0.8996635141061529,0.08450013359118325,0.057114130154342246,0.1459439794819595,0.2598956438263553
341.1873417721519,337.72677595628414,371.526582278481,635.0962025316455,0.823407191212849,0.14244798004904333,0.09612291850580235,0.245694342660384,0.4335797007840122
249.36423841059602,249.45652173913044,288.5165562913907,432.27814569536423,0.9254624301270068,0.0764451906284685,0.05671370809446993,0.11358105885408493,0.2314813022074506
222.961797752809,222.92671394799055,234.04494382022472,422.114606741573,0.8005680347514399,0.12236213800135268,0.09689393497005838,0.2127274295984641,0.4356508777654661
