Subject,Sex,TrialID,Age,Image,CategoryName,Category,CategoryNum,list_size,Likert_list_size,working_size,Likert_working_size,total_size,Likert_total_size,FixationsCount,AvgFixDuration,AvgSaccadeLength,AverageSaccadeVelocity,TotalFixationTime,AvgSaccadeDistance,RegressionNum,StimulusType,tree_depth,left_discrepaNAcy,right_discrepaNAcy
S174,M,82,22,28,List,L,1,14,3,8,2,14,2,53,203.9622642,246.63,2.195468,NA,95.15898011,0,ainsert,4,1,1
S174,M,61,22,21,List,L,1,14,3,10,2,14,2,53,184.4716981,143.0858,2.034468,NA,NA,0,ainsert,NA,NA,NA
S174,M,23,22,8,List,L,1,17,4,13,3,17,3,42,176.7619048,143.8392,1.646306,NA,NA,0,ainsert,NA,NA,NA
S174,M,31,22,11,List,L,1,17,4,13,3,17,3,27,208.962963,204.2447,1.436665,NA,NA,0,ainsert,NA,NA,NA
S174,M,42,22,14,List,L,1,19,4,12,3,19,3,60,188.5,105.0476,1.654286,NA,NA,0,ainsert,NA,NA,NA
S174,M,37,22,12,List,L,1,19,4,15,4,19,3,59,230.4745763,87.40202,1.754039,NA,NA,0,ainsert,NA,NA,NA
S174,M,75,22,26,List,L,1,19,4,18,4,19,3,39,154.4102564,260.9044,1.557244,NA,NA,0,ainsert,5,1,1
S174,M,87,22,30,List,L,1,10,2,7,2,10,2,37,322.027027,95.88988,1.721077,NA,78.8408432,0,ainsert,5,2,1
S174,M,21,22,6,List,L,1,14,3,2,1,14,2,44,178.6363636,113.3225,1.539115,NA,NA,0,bubble,NA,NA,NA
S174,M,20,22,5,List,L,1,15,3,2,1,15,2,55,150.8363636,142.5661,1.148879,NA,NA,0,bubble,NA,NA,NA
S174,M,85,22,29,List,L,1,16,4,2,1,16,2,69,204.3043478,125.8562,2.245278,NA,NA,0,bubble,5,1,4
S174,M,43,22,15,List,L,1,19,4,12,3,19,3,15,NA,97.26825,2.778374,NA,NA,6,bubble,NA,NA,NA
S174,M,67,22,23,List,L,1,6.5,1,6,1,13,1,3,NA,NA,4.245685,NA,NA,0,merge,NA,NA,NA
S174,M,30,22,10,List,L,1,6.5,1,7,2,13,1,69,167.5797101,192.3435,1.7844,NA,NA,0,merge,NA,NA,NA
S174,M,58,22,20,List,L,1,6.5,1,7,2,13,1,52,189.5769231,163.9006,1.845771,NA,NA,0,merge,NA,NA,NA
S174,M,77,22,27,List,L,1,6.5,1,7,2,13,1,61,202.4098361,132.2393,2.071644,NA,91.61173905,10,merge,6,1,1
S174,M,9,22,2,List,L,1,7,1,6,1,14,2,71,180.2816901,92.82538,1.469767,NA,59.08903551,0,merge,NA,NA,NA
S174,M,45,22,16,List,L,1,15,3,2,1,15,2,92,211.6304348,98.20276,2.111888,NA,78.64447784,9,merge,NA,NA,NA
S174,M,41,22,13,List,L,1,8.9,1,7,2,17,3,41,140.0731707,110.7295,1.758862,368,91.83380795,6,merge,NA,NA,NA
S174,M,69,22,24,List,L,1,9.5,2,5,1,19,3,43,182,NA,6.975382,NA,112.396698,0,merge,5,5,1
S174,M,5,22,1,List,L,1,10.5,2,7,2,21,3,NA,299.1714286,66.37798,1.712399,NA,NA,0,merge,NA,NA,NA
S174,M,57,22,19,List,L,1,10,2,15,4,10,1,39,204.8717949,83.6012,1.714531,NA,NA,17,swap1,NA,NA,NA
S174,M,47,22,17,List,L,1,11,2,14,3,11,1,9,87.11111111,NA,0.666539,NA,NA,0,swap1,NA,NA,NA
S174,M,16,22,4,List,L,1,14,3,3,1,14,2,56,156.3571429,137.5584,1.430434,NA,NA,3,swap1,NA,NA,NA
S174,M,22,22,7,List,L,1,15,3,16,4,15,2,61,176.4098361,112.37,1.152888,NA,NA,0,swap1,NA,NA,NA
S174,M,66,22,22,List,L,1,11,2,15,4,11,1,32,176.875,253.3704,2.320228,NA,NA,0,swap2,NA,NA,NA
S174,M,11,22,3,List,L,1,16,4,28,5,16,2,66,167.3181818,120.3897,1.458875,NA,58.67738637,2,swap2,NA,NA,NA
S174,M,26,22,9,List,L,1,16,4,39,5,16,2,24,119.7083333,262.748,1.598305,NA,NA,0,swap2,NA,NA,NA
S174,M,49,22,18,List,L,1,16,4,40,5,16,2,49,195.7959184,114.6422,1.546888,NA,65.55153961,0,swap2,NA,NA,NA
S175,M,72,24,25,List,L,1,13,3,6,1,13,1,37,181.5675676,200.7184,1.857198,NA,94.85639064,0,ainsert,5,1,1
S175,M,83,24,28,List,L,1,14,3,8,2,14,2,15,211.1333333,129.3637,1.45718,217,NA,4,ainsert,4,1,1
S175,M,61,24,21,List,L,1,14,3,10,2,14,2,40,199.425,272.5616,1.622059,NA,NA,0,ainsert,NA,NA,NA
S175,M,26,24,8,List,L,1,17,4,13,3,17,3,33,214.8484848,131.6008,1.476801,NA,87.58845329,0,ainsert,NA,NA,NA
S175,M,36,24,11,List,L,1,17,4,13,3,17,3,29,134.6206897,163.2011,1.831211,NA,NA,4,ainsert,NA,NA,NA
S175,M,41,24,14,List,L,1,19,4,12,3,19,3,9,NA,97.89672,1.858221,NA,NA,3,ainsert,NA,NA,NA
S175,M,37,24,12,List,L,1,19,4,15,4,19,3,65,240.7538462,113.6598,1.703522,NA,NA,0,ainsert,NA,NA,NA
S175,M,78,24,26,List,L,1,19,4,18,4,19,3,NA,182.4126984,130.3362,1.662802,NA,68.68687782,8,ainsert,5,1,1
S175,M,22,24,6,List,L,1,14,3,2,1,14,2,7,105,263.3209,0.6349608,NA,NA,0,bubble,NA,NA,NA
S175,M,21,24,5,List,L,1,15,3,2,1,15,2,34,203.1764706,137.1221,1.700962,NA,NA,0,bubble,NA,NA,NA
S175,M,84,24,29,List,L,1,16,4,2,1,16,2,33,128.4242424,144.5277,1.869764,1586,39.96513939,4,bubble,5,1,4
S175,M,43,24,15,List,L,1,19,4,12,3,19,3,35,194.0857143,104.5752,2.266538,NA,62.85062154,1,bubble,NA,NA,NA
S175,M,69,24,23,List,L,1,6.5,1,6,1,13,1,57,108.6842105,217.0575,1.337222,NA,NA,0,merge,NA,NA,NA
S175,M,29,24,10,List,L,1,6.5,1,7,2,13,1,31,176.5806452,124.1225,1.435205,NA,75.28244886,0,merge,NA,NA,NA
S175,M,57,24,20,List,L,1,6.5,1,7,2,13,1,29,199.0689655,147.5336,2.45319,NA,NA,0,merge,NA,NA,NA
S175,M,79,24,27,List,L,1,6.5,1,7,2,13,1,4,NA,NA,1.460606,NA,NA,0,merge,6,1,1
S175,M,6,24,2,List,L,1,7,1,6,1,14,2,54,232.6481481,125.8089,1.770805,NA,107.472744,0,merge,NA,NA,NA
S175,M,46,24,16,List,L,1,15,3,2,1,15,2,4,79.25,NA,0.5597463,NA,NA,0,merge,NA,NA,NA
S175,M,39,24,13,List,L,1,8.9,1,7,2,17,3,57,182.3157895,266.8706,3.076841,NA,NA,0,merge,NA,NA,NA
S175,M,71,24,24,List,L,1,9.5,2,5,1,19,3,73,195.3561644,141.7082,1.896511,NA,82.22880138,9,merge,5,5,1
S175,M,5,24,1,List,L,1,10.5,2,7,2,21,3,83,255.0361446,93.2857,1.766355,NA,NA,0,merge,NA,NA,NA
S175,M,56,24,19,List,L,1,10,2,15,4,10,1,23,163.2173913,158.1308,1.99258,NA,NA,0,swap1,NA,NA,NA
S175,M,47,24,17,List,L,1,11,2,14,3,11,1,44,219.5227273,185.8217,1.912887,67,NA,0,swap1,NA,NA,NA
S175,M,18,24,4,List,L,1,14,3,3,1,14,2,52,195.0192308,103.5272,1.579589,NA,44.07375558,1,swap1,NA,NA,NA
S175,M,23,24,7,List,L,1,15,3,16,4,15,2,42,170.8095238,129.4412,1.650762,1101,NA,9,swap1,NA,NA,NA
S175,M,65,24,22,List,L,1,11,2,15,4,11,1,66,234.0606061,204.5646,8.013275,NA,NA,16,swap2,NA,NA,NA
S175,M,10,24,3,List,L,1,16,4,28,5,16,2,54,190.9259259,157.8446,1.60583,NA,75.08231566,0,swap2,NA,NA,NA
S175,M,28,24,9,List,L,1,16,4,39,5,16,2,11,157.6363636,163.7389,1.190243,NA,NA,2,swap2,NA,NA,NA
S175,M,51,24,18,List,L,1,16,4,40,5,16,2,17,299.2352941,112.5946,1.846574,NA,NA,1,swap2,NA,NA,NA
S176,F,74,24,25,List,L,1,13,3,6,1,13,1,77,213.2077922,132.9653,2.279007,NA,62.26324237,0,ainsert,5,1,1
S176,F,81,24,28,List,L,1,14,3,8,2,14,2,25,256.92,103.6068,2.088167,1336,70.7623539,3,ainsert,4,1,1
S176,F,68,24,21,List,L,1,14,3,10,2,14,2,64,207.53125,229.2564,3.695513,NA,NA,14,ainsert,NA,NA,NA
S176,F,16,24,8,List,L,1,17,4,13,3,17,3,39,152.6666667,204.6811,1.805524,NA,NA,0,ainsert,NA,NA,NA
S176,F,34,24,11,List,L,1,17,4,13,3,17,3,53,165.2830189,150.4043,2.156786,1519,NA,0,ainsert,NA,NA,NA
S176,F,47,24,14,List,L,1,19,4,12,3,19,3,35,196.8571429,109.8128,1.871699,NA,NA,0,ainsert,NA,NA,NA
S176,F,38,24,12,List,L,1,19,4,15,4,19,3,27,190.8888889,141.9999,1.427689,NA,92.78886577,0,ainsert,NA,NA,NA
S176,F,75,24,26,List,L,1,19,4,18,4,19,3,57,219.4561404,NA,3.603479,NA,170.6651459,0,ainsert,6,1,1
S176,F,89,24,30,List,L,1,10,2,7,2,10,2,27,168.0740741,186.9463,1.09923,NA,178.9226379,1,ainsert,5,2,1
S176,F,13,24,6,List,L,1,14,3,2,1,14,2,46,159.2826087,96.45464,1.726899,NA,NA,0,bubble,NA,NA,NA
S176,F,11,24,5,List,L,1,15,3,2,1,15,2,66,160.4848485,164.224,1.908063,NA,99.91996002,0,bubble,NA,NA,NA
S176,F,88,24,29,List,L,1,16,4,2,1,16,2,44,185.75,219.8925,2.0014,NA,NA,0,bubble,5,1,4
S176,F,48,24,15,List,L,1,19,4,12,3,19,3,8,75.125,NA,1.10172,NA,NA,0,bubble,NA,NA,NA
S176,F,71,24,23,List,L,1,6.5,1,6,1,13,1,78,160.4615385,102.7309,1.48396,NA,67.03262711,2,merge,NA,NA,NA
S176,F,28,24,10,List,L,1,6.5,1,7,2,13,1,NA,213.5304348,244.2956,2.93285,NA,NA,0,merge,NA,NA,NA
S176,F,60,24,20,List,L,1,6.5,1,7,2,13,1,47,128.8723404,265.0998,1.236396,NA,NA,0,merge,NA,NA,NA
S176,F,78,24,27,List,L,1,6.5,1,7,2,13,1,51,173.7843137,NA,1.919706,NA,NA,0,merge,6,1,1
S176,F,7,24,2,List,L,1,7,1,6,1,14,2,33,279.5757576,NA,2.268309,351,NA,4,merge,NA,NA,NA
S176,F,49,24,16,List,L,1,15,3,2,1,15,2,46,228.5,NA,3.755066,NA,NA,0,merge,NA,NA,NA
S176,F,46,24,13,List,L,1,8.9,1,7,2,17,3,28,NA,105.4423,2.408187,NA,NA,10,merge,NA,NA,NA
S176,F,72,24,24,List,L,1,9.5,2,5,1,19,3,25,333.56,182.9181,2.263991,351,31.9491024,3,merge,5,5,1
S176,F,5,24,1,List,L,1,10.5,2,7,2,21,3,99,194.0606061,NA,7.35325,NA,61.95954847,1,merge,NA,NA,NA
S176,F,56,24,19,List,L,1,10,2,15,4,10,1,3,100,232.0212,1.716418,NA,NA,0,swap1,NA,NA,NA
S176,F,52,24,17,List,L,1,11,2,14,3,11,1,8,NA,NA,4.508348,NA,NA,0,swap1,NA,NA,NA
S176,F,10,24,4,List,L,1,14,3,3,1,14,2,53,167.8301887,213.5072,1.996016,NA,72.18986109,1,swap1,NA,NA,NA
S176,F,14,24,7,List,L,1,15,3,16,4,15,2,48,164.1041667,99.61131,1.511122,NA,NA,0,swap1,NA,NA,NA
S176,F,69,24,22,List,L,1,11,2,15,4,11,1,40,186,171.8976,1.782022,NA,NA,0,swap2,NA,NA,NA
S176,F,8,24,3,List,L,1,16,4,28,5,16,2,33,181.1212121,107.5937,1.484481,952,34.24713612,4,swap2,NA,NA,NA
S176,F,24,24,9,List,L,1,16,4,39,5,16,2,57,163.2807018,280.7755,2.708185,67,NA,0,swap2,NA,NA,NA
S176,F,55,24,18,List,L,1,16,4,40,5,16,2,27,164.9259259,129.0723,1.921993,NA,NA,0,swap2,NA,NA,NA
S177,F,79,27,25,List,L,1,13,3,6,1,13,1,47,293.8510638,137.8905,2.023373,NA,88.76134998,4,ainsert,5,1,1
S177,F,84,27,28,List,L,1,14,3,8,2,14,2,3,150.3333333,236.1303,0.06330185,NA,NA,1,ainsert,4,1,1
S177,F,63,27,21,List,L,1,16,4,10,2,16,2,29,175.3103448,113.2051,2.180172,NA,NA,0,ainsert,NA,NA,NA
S177,F,17,27,8,List,L,1,17,4,13,3,17,3,29,317.0344828,72.28451,2.166293,NA,NA,13,ainsert,NA,NA,NA
S177,F,34,27,11,List,L,1,17,4,13,3,17,3,42,292.4047619,93.87846,2.482026,NA,NA,17,ainsert,NA,NA,NA
S177,F,50,27,14,List,L,1,19,4,12,3,19,3,2,192,NA,7.087337,NA,NA,0,ainsert,NA,NA,NA
S177,F,38,27,12,List,L,1,19,4,15,4,19,3,13,NA,99.86011,2.931308,NA,NA,5,ainsert,NA,NA,NA
S177,F,82,27,26,List,L,1,19,4,18,4,19,3,37,226.4594595,146.4543,2.378589,NA,102.6009865,0,ainsert,6,1,1
S177,F,90,27,30,List,L,1,10,2,7,2,10,2,3,NA,26.13013,1.537066,NA,NA,1,ainsert,5,2,1
S177,F,13,27,6,List,L,1,14,3,2,1,14,2,25,281.64,75.1414,2.151134,NA,NA,12,bubble,NA,NA,NA
S177,F,12,27,5,List,L,1,15,3,2,1,15,2,14,NA,77.13763,2.492209,NA,NA,5,bubble,NA,NA,NA
S177,F,86,27,29,List,L,1,16,4,2,1,16,2,42,226.4285714,198.0327,1.671359,NA,111.167923,5,bubble,5,1,4
S177,F,52,27,15,List,L,1,19,4,12,3,19,3,34,219.3235294,NA,2.694287,NA,NA,0,bubble,NA,NA,NA
S177,F,68,27,23,List,L,1,6.5,1,6,1,13,1,22,215.2727273,NA,4.688435,1283,NA,0,merge,NA,NA,NA
S177,F,60,27,20,List,L,1,6.5,1,7,2,13,1,80,273.525,85.69886,1.794018,NA,NA,0,merge,NA,NA,NA
S177,F,29,27,10,List,L,1,6.5,1,7,2,13,1,24,NA,81.1463,3.310041,NA,NA,12,merge,NA,NA,NA
S177,F,83,27,27,List,L,1,6.5,1,7,2,13,1,NA,197.6716418,80.44705,1.747889,NA,93.1729126,22,merge,6,1,1
S177,F,4,27,2,List,L,1,7,1,6,1,14,2,10,NA,51.27613,1.388998,NA,NA,5,merge,NA,NA,NA
S177,F,55,27,16,List,L,1,15,3,2,1,15,2,4,158,NA,0.4451626,166,NA,0,merge,NA,NA,NA
S177,F,48,27,13,List,L,1,8.9,1,7,2,17,3,57,255,104.1809,1.971008,NA,NA,5,merge,NA,NA,NA
S177,F,69,27,24,List,L,1,9.5,2,5,1,19,3,68,169.4852941,121.4134,1.857513,NA,NA,6,merge,5,5,1
S177,F,3,27,1,List,L,1,10.5,2,7,2,21,3,4,NA,143.4624,1.857302,NA,NA,1,merge,NA,NA,NA
S177,F,59,27,19,List,L,1,10,2,15,4,10,1,46,117.6521739,232.9193,1.039864,NA,NA,0,swap1,NA,NA,NA
S177,F,56,27,17,List,L,1,11,2,14,3,11,1,62,170.8548387,143.1763,1.790867,NA,NA,0,swap1,NA,NA,NA
S177,F,11,27,4,List,L,1,14,3,3,1,14,2,5,NA,49.77544,2.298179,NA,NA,2,swap1,NA,NA,NA
S177,F,14,27,7,List,L,1,15,3,16,4,15,2,24,NA,63.99605,1.92344,NA,NA,12,swap1,NA,NA,NA
S177,F,66,27,22,List,L,1,11,2,15,4,11,1,83,194.5421687,105.4772,1.879825,NA,NA,0,swap2,NA,NA,NA
S177,F,10,27,3,List,L,1,16,4,28,5,16,2,7,NA,27.00237,1.422018,NA,NA,3,swap2,NA,NA,NA
S177,F,26,27,9,List,L,1,16,4,39,5,16,2,37,220.4864865,88.74402,2.127396,NA,NA,18,swap2,NA,NA,NA
S177,F,58,27,18,List,L,1,16,4,40,5,16,2,29,262.3103448,133.9423,2.014368,NA,NA,0,swap2,NA,NA,NA
S179,M,73,27,25,List,L,1,13,3,6,1,13,1,91,171.010989,152.8616,1.778365,NA,99.01643576,0,ainsert,5,1,1
S179,M,83,27,28,List,L,1,14,3,8,2,14,2,51,140.254902,186.7768,1.533177,NA,NA,0,ainsert,4,1,1
S179,M,61,27,21,List,L,1,16,4,10,2,16,2,55,234.7454545,102.3277,2.279768,NA,NA,0,ainsert,NA,NA,NA
S179,M,32,27,11,List,L,1,17,4,13,3,17,3,22,150.8636364,163.6938,2.758898,NA,NA,0,ainsert,NA,NA,NA
S179,M,16,27,8,List,L,1,17,4,13,3,17,3,56,205.5714286,134.8562,2.133764,217,NA,6,ainsert,NA,NA,NA
S179,M,39,27,14,List,L,1,19,4,12,3,19,3,28,202.6428571,NA,2.671745,NA,61.30244573,0,ainsert,NA,NA,NA
S179,M,36,27,12,List,L,1,19,4,15,4,19,3,61,245.0327869,100.444,1.873304,NA,NA,0,ainsert,NA,NA,NA
S179,M,76,27,26,List,L,1,19,4,18,4,19,3,77,277.9220779,78.12457,1.733981,NA,45.20772957,5,ainsert,6,1,1
S179,M,87,27,30,List,L,1,10,2,7,2,10,2,47,225.4468085,135.5531,2.29942,NA,NA,1,ainsert,5,2,1
S179,M,11,27,6,List,L,1,14,3,2,1,14,2,63,225.9206349,89.83009,1.850634,NA,65.89122558,3,bubble,NA,NA,NA
S179,M,7,27,5,List,L,1,15,3,2,1,15,2,75,230.7066667,137.0928,2.231729,NA,83.11497825,0,bubble,NA,NA,NA
S179,M,84,27,29,List,L,1,16,4,2,1,16,2,30,171.9,136.5038,2.260006,717,49.1572113,5,bubble,5,1,4
S179,M,44,27,15,List,L,1,19,4,12,3,19,3,36,161.75,152.3157,2.015639,67,NA,8,bubble,NA,NA,NA
S179,M,67,27,23,List,L,1,6.5,1,6,1,13,1,30,176.8,130.0706,2.324294,NA,NA,0,merge,NA,NA,NA
S179,M,81,27,27,List,L,1,6.5,1,7,2,13,1,38,184.8157895,NA,3.714247,NA,NA,0,merge,4,1,1
S179,M,27,27,10,List,L,1,6.5,1,7,2,13,1,70,209.6571429,149.2469,2.364509,649,NA,4,merge,NA,NA,NA
S179,M,3,27,2,List,L,1,7,1,6,1,14,2,69,208.6231884,101.8755,1.894969,NA,NA,0,merge,NA,NA,NA
S179,M,60,27,20,List,L,1,6.5,1,8,2,14,2,58,151.8448276,NA,3.01156,NA,NA,0,merge,NA,NA,NA
S179,M,52,27,16,List,L,1,15,3,2,1,15,2,73,165.4383562,124.7732,1.681473,NA,NA,0,merge,NA,NA,NA
S179,M,38,27,13,List,L,1,8.9,1,7,2,17,3,7,111.8571429,280.6383,1.530861,NA,NA,0,merge,NA,NA,NA
S179,M,70,27,24,List,L,1,9.5,2,5,1,19,3,56,269.3928571,135.7349,2.281558,NA,76.56269569,1,merge,5,5,1
S179,M,1,27,1,List,L,1,10.5,2,7,2,21,3,73,237.2054795,98.96627,2.000206,NA,162.8962097,0,merge,NA,NA,NA
S179,M,58,27,19,List,L,1,10,2,15,4,10,1,94,211.5319149,86.24041,1.540064,NA,NA,6,swap1,NA,NA,NA
S179,M,54,27,17,List,L,1,11,2,14,3,11,1,56,168.6071429,143.991,1.221555,NA,NA,0,swap1,NA,NA,NA
S179,M,5,27,4,List,L,1,14,3,3,1,14,2,73,193.8082192,201.0119,2.760982,NA,NA,0,swap1,NA,NA,NA
S179,M,13,27,7,List,L,1,15,3,16,4,15,2,NA,206.9047619,207.2692,2.648654,NA,63.15404193,10,swap1,NA,NA,NA
S179,M,66,27,22,List,L,1,11,2,15,4,11,1,30,343.0333333,183.945,2.349882,NA,44.62638174,0,swap2,NA,NA,NA
S179,M,4,27,3,List,L,1,16,4,28,5,16,2,46,207.673913,106.2904,1.856886,NA,NA,0,swap2,NA,NA,NA
S179,M,18,27,9,List,L,1,16,4,39,5,16,2,41,209.902439,142.3566,2.141434,83,NA,2,swap2,NA,NA,NA
S179,M,57,27,18,List,L,1,16,4,40,5,16,2,41,143.5121951,227.4215,1.505792,NA,NA,0,swap2,NA,NA,NA
S182,M,77,22,25,List,L,1,13,3,6,1,13,1,43,NA,107.9674,2.066276,NA,88.08871455,0,ainsert,5,1,1
S182,M,86,22,28,List,L,1,14,3,8,2,14,2,90,151.2222222,114.4488,1.278818,NA,53.39091301,10,ainsert,4,1,1
S182,M,61,22,21,List,L,1,16,4,10,2,16,2,57,168.5438596,125.4734,2.00861,NA,NA,0,ainsert,NA,NA,NA
S182,M,26,22,8,List,L,1,17,4,13,3,17,3,3,111,NA,0.2147725,NA,NA,0,ainsert,NA,NA,NA
S182,M,31,22,11,List,L,1,17,4,13,3,17,3,3,89.33333333,NA,0.4061984,NA,NA,0,ainsert,NA,NA,NA
S182,M,41,22,14,List,L,1,19,4,12,3,19,3,34,198.7058824,103.8541,1.617762,NA,NA,6,ainsert,NA,NA,NA
S182,M,36,22,12,List,L,1,19,4,15,4,19,3,63,153,122.1209,1.827226,400,104.2572899,18,ainsert,NA,NA,NA
S182,M,81,22,26,List,L,1,19,4,18,4,19,3,66,173.3787879,158.2793,1.842373,NA,51.53090159,0,ainsert,6,1,1
S182,M,89,22,30,List,L,1,10,2,7,2,10,2,45,150.1555556,148.284,1.788933,NA,55.19376924,0,ainsert,5,2,1
S182,M,18,22,6,List,L,1,14,3,2,1,14,2,12,122.3333333,NA,2.252742,NA,NA,0,bubble,NA,NA,NA
S182,M,15,22,5,List,L,1,15,3,2,1,15,2,8,166.875,NA,0.9482179,NA,NA,0,bubble,NA,NA,NA
S182,M,87,22,29,List,L,1,16,4,2,1,16,2,11,210.8181818,NA,2.6463,184,NA,0,bubble,5,1,4
S182,M,44,22,15,List,L,1,19,4,12,3,19,3,50,161.22,147.8391,2.082833,NA,NA,0,bubble,NA,NA,NA
S182,M,67,22,23,List,L,1,6.5,1,6,1,13,1,23,209.6086957,113.7902,1.679494,1536,NA,0,merge,NA,NA,NA
S182,M,30,22,10,List,L,1,6.5,1,7,2,13,1,2,108.5,NA,0.1998023,NA,NA,0,merge,NA,NA,NA
S182,M,83,22,27,List,L,1,6.5,1,7,2,13,1,30,249.3333333,78.78008,1.501287,NA,56.09467316,0,merge,4,1,1
S182,M,2,22,2,List,L,1,7,1,6,1,14,2,52,150.8076923,225.512,2.087926,NA,NA,0,merge,NA,NA,NA
S182,M,56,22,20,List,L,1,6.5,1,8,2,14,2,25,235.44,117.9873,1.895199,1384,NA,0,merge,NA,NA,NA
S182,M,45,22,16,List,L,1,15,3,2,1,15,2,35,256.4,173.4286,2.871043,NA,NA,0,merge,NA,NA,NA
S182,M,38,22,13,List,L,1,8.9,1,7,2,17,3,37,180.8378378,NA,2.385964,NA,58.09666443,2,merge,NA,NA,NA
S182,M,68,22,24,List,L,1,9.5,2,5,1,19,3,14,NA,195.4968,2.047827,NA,NA,0,merge,5,5,1
S182,M,1,22,1,List,L,1,10.5,2,7,2,21,3,NA,174.0144928,183.9272,5.498091,NA,49.97232211,30,merge,NA,NA,NA
S182,M,52,22,19,List,L,1,10,2,15,4,10,1,49,171,101.6826,1.755532,NA,77.36672361,1,swap1,NA,NA,NA
S182,M,46,22,17,List,L,1,11,2,14,3,11,1,54,202.0185185,247.2608,1.36448,NA,NA,0,swap1,NA,NA,NA
S182,M,7,22,4,List,L,1,14,3,3,1,14,2,14,88.14285714,280.2791,1.7591,NA,NA,0,swap1,NA,NA,NA
S182,M,21,22,7,List,L,1,15,3,16,4,15,2,16,227.125,NA,2.081091,NA,NA,0,swap1,NA,NA,NA
S182,M,65,22,22,List,L,1,11,2,15,4,11,1,68,160.1176471,109.8414,1.617233,NA,NA,0,swap2,NA,NA,NA
S182,M,6,22,3,List,L,1,16,4,28,5,16,2,37,123.5135135,158.4708,1.657419,NA,116.3727036,0,swap2,NA,NA,NA
S182,M,28,22,9,List,L,1,16,4,39,5,16,2,2,83.5,NA,0.1606755,NA,NA,0,swap2,NA,NA,NA
S182,M,49,22,18,List,L,1,16,4,40,5,16,2,70,217.2857143,81.57813,1.421575,NA,NA,10,swap2,NA,NA,NA
S183,F,79,22,25,List,L,1,13,3,6,1,13,1,8,169,159.4228,1.270445,NA,NA,0,ainsert,5,1,1
S183,F,88,22,28,List,L,1,14,3,8,2,14,2,43,159.7906977,NA,3.800626,NA,NA,0,ainsert,5,1,4
S183,F,68,22,21,List,L,1,16,4,10,2,16,2,27,160.6666667,164.6885,1.221674,NA,NA,0,ainsert,NA,NA,NA
S183,F,18,22,8,List,L,1,17,4,13,3,17,3,39,169.7435897,127.2475,1.858743,NA,NA,0,ainsert,NA,NA,NA
S183,F,32,22,11,List,L,1,17,4,13,3,17,3,31,151.7741935,NA,6.089799,NA,NA,0,ainsert,NA,NA,NA
S183,F,38,22,14,List,L,1,19,4,12,3,19,3,36,171.0277778,148.6775,2.10221,NA,NA,0,ainsert,NA,NA,NA
S183,F,34,22,12,List,L,1,19,4,15,4,19,3,56,225.125,112.1987,2.022902,1218,58.14413834,13,ainsert,NA,NA,NA
S183,F,81,22,26,List,L,1,19,4,18,4,19,3,58,287.362069,140.0155,2.537586,NA,116.2328712,0,ainsert,6,1,1
S183,F,90,22,30,List,L,1,10,2,7,2,10,2,98,262.2040816,NA,3.542807,1970,NA,0,ainsert,5,2,1
S183,F,14,22,6,List,L,1,14,3,2,1,14,2,27,199.4074074,71.9547,1.392618,NA,NA,0,bubble,NA,NA,NA
S183,F,13,22,5,List,L,1,15,3,2,1,15,2,57,207.8245614,275.434,2.375593,1218,NA,0,bubble,NA,NA,NA
S183,F,89,22,29,List,L,1,16,4,2,1,16,2,22,230.5,174.3937,0.987098,NA,NA,0,bubble,5,1,4
S183,F,39,22,15,List,L,1,19,4,12,3,19,3,72,167,104.274,1.376992,NA,NA,7,bubble,NA,NA,NA
S183,F,76,22,23,List,L,1,6.5,1,6,1,13,1,29,127.7241379,201.3513,1.832351,NA,NA,0,merge,NA,NA,NA
S183,F,27,22,10,List,L,1,6.5,1,7,2,13,1,75,163.04,278.4987,2.378131,NA,NA,0,merge,NA,NA,NA
S183,F,82,22,27,List,L,1,6.5,1,7,2,13,1,54,189.037037,130.6843,1.597731,NA,214.3018551,0,merge,4,1,1
S183,F,5,22,2,List,L,1,7,1,6,1,14,2,62,201.7903226,NA,3.766858,NA,NA,0,merge,NA,NA,NA
S183,F,60,22,20,List,L,1,6.5,1,8,2,14,2,27,158.7037037,139.301,1.027626,1701,NA,0,merge,NA,NA,NA
S183,F,41,22,16,List,L,1,15,3,2,1,15,2,24,112.0416667,258.3098,0.9642659,102,NA,0,merge,NA,NA,NA
S183,F,36,22,13,List,L,1,8.9,1,7,2,17,3,8,NA,NA,2.412647,1335,NA,0,merge,NA,NA,NA
S183,F,78,22,24,List,L,1,9.5,2,5,1,19,3,90,165.2444444,187.7336,2.08681,NA,68.12704086,0,merge,5,5,1
S183,F,3,22,1,List,L,1,10.5,2,7,2,21,3,99,270.6464646,NA,3.02065,1401,39.91560745,2,merge,NA,NA,NA
S183,F,53,22,19,List,L,1,10,2,15,4,10,1,52,211.4038462,125.9497,2.161518,NA,NA,0,swap1,NA,NA,NA
S183,F,43,22,17,List,L,1,11,2,14,3,11,1,NA,215.9310345,130.3853,1.945251,NA,NA,24,swap1,NA,NA,NA
S183,F,11,22,4,List,L,1,14,3,3,1,14,2,58,195.5344828,98.76199,1.531842,1800,128.8173035,0,swap1,NA,NA,NA
S183,F,16,22,7,List,L,1,15,3,16,4,15,2,24,224.5416667,114.7976,1.637404,NA,NA,0,swap1,NA,NA,NA
