Subject,Sex,TrialID,Age,Image,CategoryName,Category,CategoryNum,list_size,Likert_list_size,working_size,Likert_working_size,total_size,Likert_total_size,FixationsCount,AvgFixDuration,AvgSaccadeLength,AverageSaccadeVelocity,TotalFixationTime,AvgSaccadeDistance,RegressionNum,StimulusType,tree_depth,left_discrepaNAcy,right_discrepaNAcy
S151,M,24,21,8,List,L,1,6.5,1,16,4,12,1,36,222.8888889,NA,6.102124,NA,NA,0,ainsert,NA,NA,NA
S151,M,71,21,25,List,L,1,13,3,6,1,13,1,63,234.6507937,155.5574,2.635754,NA,NA,0,ainsert,5,5,1
S151,M,78,21,28,List,L,1,14,3,8,2,14,2,NA,304.5327103,85.6987,1.761243,NA,56.91221174,0,ainsert,4,1,1
S151,M,61,21,21,List,L,1,14,3,10,2,14,2,70,196.1571429,106.6487,1.75807,NA,NA,0,ainsert,NA,NA,NA
S151,M,34,21,11,List,L,1,17,4,13,3,17,3,13,163,NA,4.671952,250,NA,0,ainsert,NA,NA,NA
S151,M,40,21,14,List,L,1,19,4,12,3,19,3,28,250.2857143,119.9756,2.206397,NA,NA,0,ainsert,NA,NA,NA
S151,M,37,21,12,List,L,1,19,4,15,4,19,3,3,NA,23.43603,1.424533,NA,NA,0,ainsert,NA,NA,NA
S151,M,75,21,26,List,L,1,19,4,18,4,19,3,58,179.137931,126.3048,1.995731,NA,110.1738224,0,ainsert,5,1,1
S151,M,86,21,30,List,L,1,10,2,7,2,10,2,45,NA,89.02364,1.951012,NA,109.9608609,0,ainsert,5,2,1
S151,M,15,21,6,List,L,1,14,3,2,1,14,2,17,241.4117647,NA,4.42904,NA,NA,0,bubble,NA,NA,NA
S151,M,13,21,5,List,L,1,15,3,2,1,15,2,43,281.3488372,NA,5.300242,NA,NA,0,bubble,NA,NA,NA
S151,M,82,21,29,List,L,1,16,4,2,1,16,2,19,151.1052632,172.0952,0.9793452,NA,NA,0,bubble,5,1,4
S151,M,43,21,15,List,L,1,19,4,12,3,19,3,57,259.245614,68.29762,1.710902,1750,NA,0,bubble,NA,NA,NA
S151,M,50,21,17,List,L,1,11,2,14,3,11,1,66,284.6969697,129.2185,2.396385,NA,54.82843,1,merge,NA,NA,NA
S151,M,69,21,23,List,L,1,6.5,1,6,1,13,1,NA,256.9508197,81.02427,1.891004,NA,NA,0,merge,NA,NA,NA
S151,M,27,21,10,List,L,1,6.5,1,7,2,13,1,38,190.0789474,NA,5.220117,NA,NA,0,merge,NA,NA,NA
S151,M,59,21,20,List,L,1,6.5,1,7,2,13,1,21,NA,115.9191,1.413744,NA,NA,0,merge,NA,NA,NA
S151,M,77,21,27,List,L,1,6.5,1,7,2,13,1,36,208.0833333,133.3835,1.490858,NA,NA,0,merge,6,1,1
S151,M,2,21,2,List,L,1,7,1,6,1,14,2,57,170.6315789,121.1248,1.270077,NA,101.5984855,0,merge,NA,NA,NA
S151,M,46,21,16,List,L,1,15,3,2,1,15,2,39,148.8461538,147.7761,1.651138,NA,NA,0,merge,NA,NA,NA
S151,M,38,21,13,List,L,1,8.9,1,7,2,17,3,32,210.59375,NA,3.958711,167,NA,0,merge,NA,NA,NA
S151,M,70,21,24,List,L,1,9.5,2,5,1,19,3,5,NA,NA,2.560613,NA,NA,0,merge,NA,NA,NA
S151,M,1,21,1,List,L,1,10.5,2,7,2,21,3,15,NA,NA,15.90248,250,82.48711395,0,merge,NA,NA,NA
S151,M,58,21,19,List,L,1,10,2,15,4,10,1,3,NA,NA,4.638278,NA,NA,0,swap1,NA,NA,NA
S151,M,6,21,4,List,L,1,14,3,3,1,14,2,49,228.7346939,230.7624,4.233702,NA,NA,0,swap1,NA,NA,NA
S151,M,20,21,7,List,L,1,15,3,16,4,15,2,33,220.3333333,NA,7.547822,NA,NA,0,swap1,NA,NA,NA
S151,M,64,21,22,List,L,1,11,2,15,4,11,1,14,NA,NA,8.519506,NA,NA,0,swap2,NA,NA,NA
S151,M,4,21,3,List,L,1,16,4,28,5,16,2,19,NA,277.8463,2.464422,NA,NA,0,swap2,NA,NA,NA
S151,M,25,21,9,List,L,1,16,4,39,5,16,2,23,227.6521739,NA,8.207983,NA,NA,0,swap2,NA,NA,NA
S151,M,51,21,18,List,L,1,16,4,40,5,16,2,41,300.804878,168.8949,1.416976,NA,NA,0,swap2,NA,NA,NA
S152,F,79,21,25,List,L,1,13,3,6,1,13,1,56,157,149.6466,1.823649,NA,96.81248792,1,ainsert,5,5,1
S152,F,87,21,28,List,L,1,14,3,8,2,14,2,33,216.7878788,108.1315,2.091196,NA,NA,0,ainsert,4,1,1
S152,F,65,21,21,List,L,1,14,3,10,2,14,2,6,NA,NA,2.284838,NA,NA,0,ainsert,NA,NA,NA
S152,F,25,21,8,List,L,1,17,4,13,3,17,3,40,202.725,157.0843,2.160579,NA,NA,0,ainsert,NA,NA,NA
S152,F,34,21,11,List,L,1,17,4,13,3,17,3,31,206.6774194,157.1021,2.462762,718,NA,0,ainsert,NA,NA,NA
S152,F,43,21,14,List,L,1,19,4,12,3,19,3,31,236.7741935,113.5904,1.987631,NA,36.88144469,3,ainsert,NA,NA,NA
S152,F,38,21,12,List,L,1,19,4,15,4,19,3,60,193.8166667,123.8121,2.144303,1251,NA,0,ainsert,NA,NA,NA
S152,F,83,21,26,List,L,1,19,4,18,4,19,3,67,223.4328358,122.3618,1.877272,NA,NA,0,ainsert,5,1,1
S152,F,90,21,30,List,L,1,10,2,7,2,10,2,42,221.2142857,NA,1.981211,NA,NA,0,ainsert,5,2,1
S152,F,17,21,6,List,L,1,14,3,2,1,14,2,49,213.122449,101.2145,1.836076,NA,65.74060917,0,bubble,NA,NA,NA
S152,F,15,21,5,List,L,1,15,3,2,1,15,2,55,210.8363636,133.1034,2.054679,NA,39.35339403,1,bubble,NA,NA,NA
S152,F,89,21,29,List,L,1,16,4,2,1,16,2,19,NA,246.6862,1.640616,NA,NA,0,bubble,5,1,4
S152,F,45,21,15,List,L,1,19,4,12,3,19,3,50,152.14,173.0936,1.742774,NA,NA,0,bubble,NA,NA,NA
S152,F,69,21,23,List,L,1,6.5,1,6,1,13,1,64,212.953125,100.6655,2.036184,NA,NA,0,merge,NA,NA,NA
S152,F,30,21,10,List,L,1,6.5,1,7,2,13,1,62,187.3548387,148.8174,2.25411,NA,NA,0,merge,NA,NA,NA
S152,F,58,21,20,List,L,1,6.5,1,7,2,13,1,32,156.25,150.2622,1.920146,NA,NA,0,merge,NA,NA,NA
S152,F,84,21,27,List,L,1,6.5,1,7,2,13,1,61,251.6393443,121.2552,2.032091,NA,NA,0,merge,6,1,1
S152,F,10,21,2,List,L,1,7,1,6,1,14,2,62,227.3387097,133.3067,2.346009,NA,NA,0,merge,NA,NA,NA
S152,F,47,21,16,List,L,1,15,3,2,1,15,2,53,289.2075472,101.7529,1.912627,NA,77.99365258,0,merge,NA,NA,NA
S152,F,39,21,13,List,L,1,8.9,1,7,2,17,3,42,278.8095238,115.85,2.183014,350,NA,0,merge,NA,NA,NA
S152,F,71,21,24,List,L,1,9.5,2,5,1,19,3,16,165.75,165.3974,2.414633,NA,48.97863388,0,merge,NA,NA,NA
S152,F,7,21,1,List,L,1,10.5,2,7,2,21,3,70,298.1857143,94.94114,1.885881,NA,86.08535385,0,merge,NA,NA,NA
S152,F,57,21,19,List,L,1,10,2,15,4,10,1,1,67,NA,NA,NA,NA,0,swap1,NA,NA,NA
S152,F,50,21,17,List,L,1,11,2,14,3,11,1,54,190.6296296,141.7385,1.889828,NA,NA,0,swap1,NA,NA,NA
S152,F,14,21,4,List,L,1,14,3,3,1,14,2,37,202.972973,126.2729,1.963584,NA,114.828598,0,swap1,NA,NA,NA
S152,F,22,21,7,List,L,1,15,3,16,4,15,2,48,258.1875,105.0611,1.860414,NA,84.52534866,0,swap1,NA,NA,NA
S152,F,68,21,22,List,L,1,11,2,15,4,11,1,64,184.609375,120.5805,1.349115,NA,70.30821792,0,swap2,NA,NA,NA
S152,F,13,21,3,List,L,1,16,4,28,5,16,2,45,179.1111111,107.0938,1.642849,NA,53.12456894,2,swap2,NA,NA,NA
S152,F,27,21,9,List,L,1,16,4,39,5,16,2,62,204.7741935,131.1939,2.0342,NA,NA,0,swap2,NA,NA,NA
S152,F,56,21,18,List,L,1,16,4,40,5,16,2,21,243.047619,94.23248,1.562513,200,NA,0,swap2,NA,NA,NA
S153,M,75,19,25,List,L,1,13,3,6,1,13,1,25,142.76,199.0022,1.303025,NA,NA,0,ainsert,5,5,1
S153,M,79,19,28,List,L,1,14,3,8,2,14,2,40,196.025,141.2385,1.700746,67,NA,0,ainsert,4,1,1
S153,M,64,19,21,List,L,1,14,3,10,2,14,2,45,150.8888889,169.9158,1.617429,NA,97.26986803,0,ainsert,NA,NA,NA
S153,M,19,19,8,List,L,1,17,4,13,3,17,3,32,264.8125,180.1989,2.541559,350,NA,5,ainsert,NA,NA,NA
S153,M,32,19,11,List,L,1,17,4,13,3,17,3,24,207.25,137.0125,1.883559,NA,101.8160133,5,ainsert,NA,NA,NA
S153,M,37,19,14,List,L,1,19,4,12,3,19,3,38,160.5789474,158.6728,1.44349,NA,NA,0,ainsert,NA,NA,NA
S153,M,34,19,12,List,L,1,19,4,15,4,19,3,73,186.0410959,170.35,2.245069,NA,83.23124111,0,ainsert,NA,NA,NA
S153,M,76,19,26,List,L,1,19,4,18,4,19,3,43,168.3023256,128.259,1.850305,100,NA,0,ainsert,5,1,1
S153,M,86,19,30,List,L,1,10,2,7,2,10,2,41,184.3170732,177.9693,1.122362,117,NA,0,ainsert,5,2,1
S153,M,14,19,6,List,L,1,14,3,2,1,14,2,41,183.097561,142.4624,1.667156,NA,23.81255531,0,bubble,NA,NA,NA
S153,M,12,19,5,List,L,1,15,3,2,1,15,2,66,198.8787879,132.3327,1.74229,NA,76.65998058,4,bubble,NA,NA,NA
S153,M,82,19,29,List,L,1,16,4,2,1,16,2,89,251.9550562,186.3252,1.77843,NA,73.08184842,0,bubble,5,1,4
S153,M,41,19,15,List,L,1,19,4,12,3,19,3,34,253.2352941,99.64521,1.980907,NA,99.64520917,0,bubble,NA,NA,NA
S153,M,69,19,23,List,L,1,6.5,1,6,1,13,1,86,179.7093023,108.58,1.874782,NA,NA,0,merge,NA,NA,NA
S153,M,58,19,20,List,L,1,6.5,1,7,2,13,1,7,NA,NA,9.481079,NA,NA,0,merge,NA,NA,NA
S153,M,77,19,27,List,L,1,6.5,1,7,2,13,1,46,200.2173913,133.3906,1.813811,NA,NA,0,merge,6,1,1
S153,M,30,19,10,List,L,1,6.5,1,7,2,13,1,90,216.4555556,132.8067,1.712174,NA,70.41545283,7,merge,NA,NA,NA
S153,M,3,19,2,List,L,1,7,1,6,1,14,2,54,208.8148148,134.4035,1.881937,NA,203.0333252,0,merge,NA,NA,NA
S153,M,47,19,16,List,L,1,15,3,2,1,15,2,40,174.35,161.0306,2.803277,NA,NA,0,merge,NA,NA,NA
S153,M,36,19,13,List,L,1,8.9,1,7,2,17,3,16,176.3125,87.0317,1.381348,NA,77.95799994,0,merge,NA,NA,NA
S153,M,71,19,24,List,L,1,9.5,2,5,1,19,3,34,164.2647059,155.3282,2.08639,NA,NA,0,merge,NA,NA,NA
S153,M,1,19,1,List,L,1,10.5,2,7,2,21,3,94,177.2978723,189.4486,2.052547,NA,126.6632953,10,merge,NA,NA,NA
S153,M,56,19,19,List,L,1,10,2,15,4,10,1,56,176.3928571,130.2082,1.771378,NA,NA,0,swap1,NA,NA,NA
S153,M,48,19,17,List,L,1,11,2,14,3,11,1,19,316.1052632,59.55731,1.294865,NA,NA,0,swap1,NA,NA,NA
S153,M,10,19,4,List,L,1,14,3,3,1,14,2,39,254.8974359,149.7461,1.793982,NA,96.62498983,0,swap1,NA,NA,NA
S153,M,16,19,7,List,L,1,15,3,16,4,15,2,36,240.0555556,154.5297,2.264524,1935,68.53524733,9,swap1,NA,NA,NA
S153,M,68,19,22,List,L,1,11,2,15,4,11,1,14,291.7857143,263.3234,3.31602,NA,NA,0,swap2,NA,NA,NA
S153,M,9,19,3,List,L,1,16,4,28,5,16,2,51,176.9019608,121.3281,1.940651,NA,NA,0,swap2,NA,NA,NA
S153,M,28,19,9,List,L,1,16,4,39,5,16,2,36,227.5555556,159.7912,2.196038,NA,42.47109056,0,swap2,NA,NA,NA
S153,M,50,19,18,List,L,1,16,4,40,5,16,2,16,165.6875,282.6732,1.406637,NA,NA,0,swap2,NA,NA,NA
S154,F,78,21,25,List,L,1,13,3,6,1,13,1,48,190.8333333,155.5732,1.956335,NA,172.6112755,4,ainsert,5,5,1
S154,F,87,21,28,List,L,1,14,3,8,2,14,2,43,241.6744186,109.676,2.640691,NA,NA,0,ainsert,4,1,1
S154,F,61,21,21,List,L,1,14,3,10,2,14,2,0,NA,NA,NA,NA,NA,0,ainsert,NA,NA,NA
S154,F,22,21,8,List,L,1,17,4,13,3,17,3,45,155.4,176.165,1.963206,NA,45.91031837,0,ainsert,NA,NA,NA
S154,F,34,21,11,List,L,1,17,4,13,3,17,3,41,152.1219512,192.5307,1.558867,NA,NA,0,ainsert,NA,NA,NA
S154,F,39,21,14,List,L,1,19,4,12,3,19,3,40,306.95,97.60235,1.85187,NA,47.237033,0,ainsert,NA,NA,NA
S154,F,35,21,12,List,L,1,19,4,15,4,19,3,NA,162.1846154,NA,2.806072,NA,101.8236195,0,ainsert,NA,NA,NA
S154,F,82,21,26,List,L,1,19,4,18,4,19,3,6,NA,NA,0.7432226,NA,NA,0,ainsert,5,1,1
S154,F,89,21,30,List,L,1,10,2,7,2,10,2,17,187.4117647,196.8452,1.086386,NA,NA,0,ainsert,5,2,1
S154,F,15,21,6,List,L,1,14,3,2,1,14,2,25,158.12,128.8514,1.437204,NA,NA,0,bubble,NA,NA,NA
S154,F,14,21,5,List,L,1,15,3,2,1,15,2,46,173.6086957,205.9923,1.733675,1383,53.75473976,0,bubble,NA,NA,NA
S154,F,88,21,29,List,L,1,16,4,2,1,16,2,23,233.5652174,NA,11.23378,NA,NA,0,bubble,5,1,4
S154,F,42,21,15,List,L,1,19,4,12,3,19,3,25,175.52,198.0636,1.046498,NA,NA,0,bubble,NA,NA,NA
S154,F,64,21,23,List,L,1,6.5,1,6,1,13,1,50,162.56,141.2108,2.08075,NA,NA,0,merge,NA,NA,NA
S154,F,59,21,20,List,L,1,6.5,1,7,2,13,1,42,163.6190476,114.8543,1.428057,NA,NA,0,merge,NA,NA,NA
S154,F,85,21,27,List,L,1,6.5,1,7,2,13,1,24,141.7083333,145.3473,2.14409,NA,NA,0,merge,6,1,1
S154,F,26,21,10,List,L,1,6.5,1,7,2,13,1,79,146.7721519,162.2429,1.829003,NA,NA,6,merge,NA,NA,NA
S154,F,6,21,2,List,L,1,7,1,6,1,14,2,65,166.6153846,144.0247,1.656746,NA,NA,0,merge,NA,NA,NA
S154,F,50,21,16,List,L,1,15,3,2,1,15,2,36,215.0555556,69.39326,1.212028,NA,NA,0,merge,NA,NA,NA
S154,F,37,21,13,List,L,1,8.9,1,7,2,17,3,49,159,144.9857,1.454075,NA,NA,0,merge,NA,NA,NA
S154,F,76,21,24,List,L,1,9.5,2,5,1,19,3,28,163.3214286,169.5793,2.782784,NA,NA,0,merge,NA,NA,NA
S154,F,2,21,1,List,L,1,10.5,2,7,2,21,3,80,208.15,86.26488,1.572803,NA,228.9760284,4,merge,NA,NA,NA
S154,F,58,21,19,List,L,1,10,2,15,4,10,1,14,265.7142857,NA,3.742298,NA,NA,0,swap1,NA,NA,NA
S154,F,52,21,17,List,L,1,11,2,14,3,11,1,18,NA,121.0087,1.928874,NA,NA,0,swap1,NA,NA,NA
S154,F,12,21,4,List,L,1,14,3,3,1,14,2,61,196.6557377,101.1838,1.65212,NA,NA,1,swap1,NA,NA,NA
S154,F,21,21,7,List,L,1,15,3,16,4,15,2,41,150.6097561,112.8292,1.467769,NA,NA,0,swap1,NA,NA,NA
S154,F,63,21,22,List,L,1,11,2,15,4,11,1,35,182.0285714,124.65,1.46747,NA,NA,0,swap2,NA,NA,NA
S154,F,11,21,3,List,L,1,16,4,28,5,16,2,49,161.3469388,107.7011,1.32509,NA,57.04646072,0,swap2,NA,NA,NA
S154,F,25,21,9,List,L,1,16,4,39,5,16,2,41,195.3414634,256.0146,2.077205,NA,NA,2,swap2,NA,NA,NA
S154,F,53,21,18,List,L,1,16,4,40,5,16,2,40,178.95,254.8216,2.378186,NA,NA,0,swap2,NA,NA,NA
S155,F,76,20,25,List,L,1,13,3,6,1,13,1,13,NA,180.2336,3.758182,NA,NA,0,ainsert,5,5,1
S155,F,85,20,28,List,L,1,14,3,8,2,14,2,61,254.6393443,201.4165,2.436363,NA,NA,0,ainsert,4,1,1
S155,F,62,20,21,List,L,1,14,3,10,2,14,2,41,174.5365854,117.0819,1.771951,NA,NA,0,ainsert,NA,NA,NA
S155,F,22,20,8,List,L,1,17,4,13,3,17,3,38,255.3684211,127.6938,1.967258,250,24.45961571,6,ainsert,NA,NA,NA
S155,F,32,20,11,List,L,1,17,4,13,3,17,3,41,253.8536585,130.5568,2.320597,NA,NA,10,ainsert,NA,NA,NA
S155,F,41,20,14,List,L,1,19,4,12,3,19,3,48,176.6458333,142.2301,1.812157,NA,NA,0,ainsert,NA,NA,NA
S155,F,36,20,12,List,L,1,19,4,15,4,19,3,80,301.95,121.6451,2.17739,NA,162.5762191,19,ainsert,NA,NA,NA
S155,F,83,20,26,List,L,1,19,4,18,4,19,3,19,274.6315789,175.7972,1.502407,1683,NA,5,ainsert,5,1,1
S155,F,89,20,30,List,L,1,10,2,7,2,10,2,NA,239.41,150.3172,1.893986,NA,37.63708115,0,ainsert,5,2,1
S155,F,10,20,6,List,L,1,14,3,2,1,14,2,27,270.5555556,114.1537,2.13324,NA,34.43638659,6,bubble,NA,NA,NA
S155,F,7,20,5,List,L,1,15,3,2,1,15,2,56,274.6071429,130.6001,2.373039,NA,75.94848951,4,bubble,NA,NA,NA
S155,F,88,20,29,List,L,1,16,4,2,1,16,2,45,209.8222222,105.9651,1.862474,NA,NA,0,bubble,5,1,4
S155,F,47,20,15,List,L,1,19,4,12,3,19,3,9,102.1111111,100.8231,0.5013326,NA,NA,0,bubble,NA,NA,NA
S155,F,71,20,23,List,L,1,6.5,1,6,1,13,1,84,193.25,125.5093,1.815237,NA,NA,0,merge,NA,NA,NA
S155,F,60,20,20,List,L,1,6.5,1,7,2,13,1,0,NA,NA,NA,NA,NA,0,merge,NA,NA,NA
S155,F,84,20,27,List,L,1,6.5,1,7,2,13,1,2,166.5,NA,0.05923334,NA,NA,0,merge,6,1,1
S155,F,27,20,10,List,L,1,6.5,1,7,2,13,1,81,266.0493827,94.36461,1.804993,1833,66.47231801,15,merge,NA,NA,NA
S155,F,2,20,2,List,L,1,7,1,6,1,14,2,58,320.137931,132.256,2.207399,NA,121.7586269,0,merge,NA,NA,NA
S155,F,52,20,16,List,L,1,15,3,2,1,15,2,5,NA,166.3053,1.594312,NA,NA,0,merge,NA,NA,NA
S155,F,39,20,13,List,L,1,8.9,1,7,2,17,3,73,240.109589,112.8306,2.042709,234,NA,16,merge,NA,NA,NA
S155,F,74,20,24,List,L,1,9.5,2,5,1,19,3,2,108.5,NA,6.765292,NA,NA,0,merge,NA,NA,NA
S155,F,1,20,1,List,L,1,10.5,2,7,2,21,3,64,294.53125,97.40482,1.963093,NA,91.06834916,0,merge,NA,NA,NA
S155,F,59,20,19,List,L,1,10,2,15,4,10,1,17,165.6470588,115.5334,1.428089,916,NA,0,swap1,NA,NA,NA
S155,F,53,20,17,List,L,1,11,2,14,3,11,1,32,132.96875,128.759,1.760429,NA,NA,0,swap1,NA,NA,NA
S155,F,6,20,4,List,L,1,14,3,3,1,14,2,47,301.787234,77.21741,1.997809,NA,59.26675666,2,swap1,NA,NA,NA
S155,F,20,20,7,List,L,1,15,3,16,4,15,2,51,260.7647059,93.44002,1.803002,NA,26.59515381,0,swap1,NA,NA,NA
S155,F,70,20,22,List,L,1,11,2,15,4,11,1,24,164.125,152.6981,2.146285,NA,NA,0,swap2,NA,NA,NA
S155,F,5,20,3,List,L,1,16,4,28,5,16,2,29,306,92.47036,1.905278,NA,62.59972327,0,swap2,NA,NA,NA
S155,F,24,20,9,List,L,1,16,4,39,5,16,2,34,242.2941176,139.0529,2.245023,NA,NA,6,swap2,NA,NA,NA
S155,F,54,20,18,List,L,1,16,4,40,5,16,2,8,223.25,233.5415,2.085311,NA,NA,0,swap2,NA,NA,NA
S156,M,77,21,25,List,L,1,13,3,6,1,13,1,63,142.4444444,162.8423,1.626401,1333,43.67858919,4,ainsert,5,5,1
S156,M,85,21,28,List,L,1,14,3,8,2,14,2,26,130.7692308,256.1933,1.51556,633,115.4104156,0,ainsert,4,1,1
S156,M,61,21,21,List,L,1,14,3,10,2,14,2,32,144.78125,138.9182,1.971468,NA,NA,0,ainsert,NA,NA,NA
S156,M,18,21,8,List,L,1,17,4,13,3,17,3,28,238.3571429,NA,24.25324,NA,NA,0,ainsert,NA,NA,NA
S156,M,31,21,11,List,L,1,17,4,13,3,17,3,45,202.0666667,NA,6.949906,1318,NA,0,ainsert,NA,NA,NA
S156,M,42,21,14,List,L,1,19,4,12,3,19,3,11,NA,169.2556,1.996775,NA,NA,0,ainsert,NA,NA,NA
S156,M,34,21,12,List,L,1,19,4,15,4,19,3,20,278.4,80.42949,1.296254,1866,NA,0,ainsert,NA,NA,NA
S156,M,80,21,26,List,L,1,19,4,18,4,19,3,7,298,146.5739,0.5835822,67,NA,1,ainsert,5,1,1
S156,M,89,21,30,List,L,1,10,2,7,2,10,2,49,215.7346939,NA,5.858364,NA,NA,0,ainsert,5,2,1
S156,M,15,21,6,List,L,1,14,3,2,1,14,2,34,212.4411765,NA,5.32391,1768,79.48412323,0,bubble,NA,NA,NA
S156,M,11,21,5,List,L,1,15,3,2,1,15,2,53,174.3018868,NA,4.679058,NA,NA,0,bubble,NA,NA,NA
S156,M,86,21,29,List,L,1,16,4,2,1,16,2,45,237.3111111,126.4621,2.009327,NA,NA,0,bubble,5,1,4
S156,M,46,21,15,List,L,1,19,4,12,3,19,3,4,100.25,NA,0.2940167,NA,NA,0,bubble,NA,NA,NA
S156,M,66,21,23,List,L,1,6.5,1,6,1,13,1,88,181.3181818,126.0873,1.740447,NA,80.14160309,0,merge,NA,NA,NA
S156,M,28,21,10,List,L,1,6.5,1,7,2,13,1,28,228.1071429,173.8676,6.554852,NA,NA,0,merge,NA,NA,NA
S156,M,57,21,20,List,L,1,6.5,1,7,2,13,1,40,196.175,153.0032,2.06241,NA,NA,0,merge,NA,NA,NA
S156,M,84,21,27,List,L,1,6.5,1,7,2,13,1,45,216.1333333,121.1329,1.724748,NA,82.47718456,1,merge,6,1,1
S156,M,5,21,2,List,L,1,7,1,6,1,14,2,49,242.7755102,83.22778,1.419237,199,NA,0,merge,NA,NA,NA
S156,M,51,21,16,List,L,1,15,3,2,1,15,2,18,152,277.7916,2.330071,NA,NA,0,merge,NA,NA,NA
S156,M,41,21,13,List,L,1,8.9,1,7,2,17,3,21,216.952381,NA,4.350619,NA,NA,0,merge,NA,NA,NA
S156,M,74,21,24,List,L,1,9.5,2,5,1,19,3,31,152.8709677,139.6595,1.463924,NA,84.39399974,0,merge,NA,NA,NA
S156,M,1,21,1,List,L,1,10.5,2,7,2,21,3,36,321.6666667,89.99885,0.9707288,NA,26.63204575,0,merge,NA,NA,NA
S156,M,56,21,19,List,L,1,10,2,15,4,10,1,0,NA,NA,NA,NA,NA,0,swap1,NA,NA,NA
S156,M,53,21,17,List,L,1,11,2,14,3,11,1,16,NA,NA,8.296994,NA,NA,0,swap1,NA,NA,NA
S156,M,7,21,4,List,L,1,14,3,3,1,14,2,44,197.0681818,NA,4.335027,NA,NA,0,swap1,NA,NA,NA
S156,M,16,21,7,List,L,1,15,3,16,4,15,2,48,218.5,140.2411,2.916149,217,NA,0,swap1,NA,NA,NA
S156,M,65,21,22,List,L,1,11,2,15,4,11,1,4,104.25,141.6895,0.2947162,NA,NA,0,swap2,NA,NA,NA
S156,M,6,21,3,List,L,1,16,4,28,5,16,2,39,206.1025641,155.3616,2.903083,NA,NA,0,swap2,NA,NA,NA
S156,M,25,21,9,List,L,1,16,4,39,5,16,2,21,192.047619,225.2187,2.58074,300,NA,0,swap2,NA,NA,NA
S156,M,54,21,18,List,L,1,16,4,40,5,16,2,50,175.08,100.4769,1.71836,NA,71.66808874,5,swap2,NA,NA,NA
S157,F,78,22,25,List,L,1,13,3,6,1,13,1,52,306.3653846,175.8857,4.500775,450,NA,0,ainsert,5,5,1
S157,F,87,22,28,List,L,1,14,3,8,2,14,2,9,230,165.8688,1.025245,NA,NA,0,ainsert,4,1,1
S157,F,62,22,21,List,L,1,14,3,10,2,14,2,7,140.7142857,NA,1.029647,134,NA,0,ainsert,NA,NA,NA
S157,F,23,22,8,List,L,1,17,4,13,3,17,3,22,162.9545455,82.06761,1.246852,NA,NA,0,ainsert,NA,NA,NA
S157,F,35,22,11,List,L,1,17,4,13,3,17,3,28,216.2857143,137.7126,1.893768,NA,NA,0,ainsert,NA,NA,NA
S157,F,41,22,14,List,L,1,19,4,12,3,19,3,4,NA,NA,4.780239,NA,NA,0,ainsert,NA,NA,NA
S157,F,36,22,12,List,L,1,19,4,15,4,19,3,54,169.3148148,131.1215,1.693046,284,NA,0,ainsert,NA,NA,NA
S157,F,82,22,26,List,L,1,19,4,18,4,19,3,72,214.8333333,134.9724,2.183956,NA,NA,0,ainsert,5,1,1
S157,F,90,22,30,List,L,1,10,2,7,2,10,2,92,216.923913,132.9596,2.309431,NA,NA,0,ainsert,5,2,1
S157,F,12,22,6,List,L,1,14,3,2,1,14,2,10,148.4,160.7558,1.468504,NA,NA,0,bubble,NA,NA,NA
S157,F,10,22,5,List,L,1,15,3,2,1,15,2,45,NA,98.90967,1.943159,NA,NA,0,bubble,NA,NA,NA
S157,F,89,22,29,List,L,1,16,4,2,1,16,2,28,168.6428571,132.8422,2.252399,NA,NA,0,bubble,5,1,4
S157,F,43,22,15,List,L,1,19,4,12,3,19,3,51,168.3529412,263.2413,2.32686,NA,NA,0,bubble,NA,NA,NA
S157,F,72,22,23,List,L,1,6.5,1,6,1,13,1,4,154.25,46.85572,0.436306,617,46.85572052,0,merge,NA,NA,NA
S157,F,29,22,10,List,L,1,6.5,1,7,2,13,1,22,216.1818182,110.5942,0.9696374,NA,NA,0,merge,NA,NA,NA
S157,F,55,22,20,List,L,1,6.5,1,7,2,13,1,54,199.5,150.0793,2.145166,NA,NA,0,merge,NA,NA,NA
S157,F,84,22,27,List,L,1,6.5,1,7,2,13,1,2,84,NA,0.04497191,NA,NA,0,merge,6,1,1
S157,F,6,22,2,List,L,1,7,1,6,1,14,2,69,213.9565217,131.8239,1.812008,NA,NA,0,merge,NA,NA,NA
S157,F,45,22,16,List,L,1,15,3,2,1,15,2,14,301.5714286,NA,10.66002,NA,NA,0,merge,NA,NA,NA
S157,F,40,22,13,List,L,1,8.9,1,7,2,17,3,34,211.5294118,103.4944,1.182223,NA,NA,0,merge,NA,NA,NA
S157,F,76,22,24,List,L,1,9.5,2,5,1,19,3,14,141.7857143,NA,2.447727,NA,NA,0,merge,NA,NA,NA
S157,F,2,22,1,List,L,1,10.5,2,7,2,21,3,NA,190.97,136.8131,1.900509,NA,50.97020522,0,merge,NA,NA,NA
S157,F,50,22,19,List,L,1,10,2,15,4,10,1,33,160.1818182,146.7135,1.475949,NA,NA,0,swap1,NA,NA,NA
S157,F,47,22,17,List,L,1,11,2,14,3,11,1,72,187.2777778,99.69682,1.575353,483,28.85906919,4,swap1,NA,NA,NA
S157,F,9,22,4,List,L,1,14,3,3,1,14,2,20,154.45,143.9468,2.092324,NA,NA,0,swap1,NA,NA,NA
