FirstFixationDuration,SingleFixationDuration,GazeDuration,TotalTime,TokenNoFixationProbability,TokenSingleFixationProbability,TokenMultipleFixationProbability,TokenFixationProbability,Skill
349.1402302158274,339.8565605590063,391.9676028776979,747.7498906474821,0.6828658361242071,0.16083937495772604,0.14460548184282973,0.31713416387579285,0.3313852199363055
323.08153494623656,323.3843550295858,361.3946774193549,683.9169865591399,0.6778898543851709,0.1760959386252512,0.13682496276242107,0.3221101456148291,0.3791874782990084
403.69188888888885,397.7783111782476,445.9155916666666,858.0636527777775,0.817145340772586,0.21020995810652407,0.17383302982077123,0.3900899396851498,0.3112640766378745
326.45069326241145,322.4367091254754,357.6574680851064,654.9653191489361,0.745820721724344,0.14229687158358212,0.10592206691074339,0.254179278275656,0.4247272441708926
430.85201593625504,432.19644963503646,490.0785856573705,893.5352749003985,0.6584309522493896,0.17855389593582202,0.15234709869411117,0.3415690477506104,0.3130314547526517
338.6563792172741,339.86190804597715,361.62612955465596,710.6360809716599,0.6708184183918516,0.18413755335112977,0.18142189834001338,0.37620752183788386,0.3159324608361128
311.40873761467896,309.4044450757576,322.2788091743119,681.5864036697251,0.7615813014118026,0.15233770804341454,0.12148021553730286,0.2724785126722256,0.42087305789284923
376.626817427386,378.5797956043957,406.19629668049805,622.4360082987553,0.7811495314280364,0.13804210663341052,0.09973851924264654,0.23344049981009446,0.3503922106976225
318.82096904761903,321.30184119106696,334.88820952380945,756.2653880952378,0.7746442365623736,0.17887855629257962,0.18965211319653755,0.37954654894758133,0.1782057508348026
341.0417694915255,340.4245516605166,380.38543389830517,805.4906474576272,0.7515473551731632,0.15773759051140074,0.12584995560887424,0.2944623938688436,0.3092328035900183
347.93885299455536,348.849754491018,389.58084392014524,748.7794047186935,0.7459546240192046,0.14549944786199226,0.11373819597893595,0.2622403881092081,0.4196596442881422
389.64380042918435,389.59990487238963,430.5206802575105,771.8624828326178,0.7777642626385797,0.1388964982467724,0.1106289359746814,0.2452256412263949,0.3163610051413095
453.89501627486413,451.8305888223551,516.7252097649183,954.6342260397829,0.7564935084637661,0.16301178601893856,0.14980013422933244,0.32467532204831195,0.2259110676039692
479.7996266891892,481.00541052631576,500.95572804054046,930.0102449324326,0.7257319369116443,0.1782465136580924,0.153339700467921,0.3250584451417549,0.3413970206066369
490.4479911894274,496.94028333333347,536.4142731277534,1039.7968171806167,0.7727019021329185,0.13776204248970889,0.1506575450353195,0.2909415652698644,0.2124265852453786
349.4931340388008,347.7948936170214,389.98830687830696,854.0175820105821,0.7241314347480824,0.17174072676008445,0.15014783369862753,0.32695533659486525,0.2929460707511213
264.8630067796611,265.9727436823105,283.30427118644076,592.677306779661,0.7500926584631872,0.1455256823016891,0.1328632870163939,0.27575982514406927,0.2919379479744257
384.2474050279329,386.9703515151515,421.2877346368715,626.0766815642457,0.8345773718162692,0.10063091453695887,0.07494109562457932,0.1707588419961092,0.6567258479636
466.66863520408145,458.32470718232025,516.8029311224487,1109.2105586734692,0.8053225949065163,0.11934853753017845,0.10586891817754493,0.21481644699970617,0.3695272064473092
422.95943169398925,425.3724273381297,448.8837431693991,929.5880710382515,0.6677531171837783,0.17992083253897825,0.165409136260689,0.3543966750039698,0.3233297982404848
269.12489036544855,269.3758872727273,303.2786877076412,473.3440199335549,0.8328171626267875,0.10203858152294824,0.09807000219950728,0.17832835986475992,0.3940453546021746
310.57207843137246,316.76768181818176,408.4840784313725,761.7234967320262,0.9173405641432205,0.05943980858863631,0.11406717935658173,0.13921589196931275,0.3147726919526081
447.46985289514873,431.917351724138,533.6385164319248,873.6433223787167,0.6826371907628912,0.17068526704528758,0.1473961896289029,0.3173628092371088,0.3111484797842388
402.2332679425837,400.5131119791666,452.71335645933004,1253.8015622009568,0.7298670125241886,0.22291710926780925,0.34669410353420627,0.5762837066150641,0.1425196298209625
333.91444810126563,330.9475397260272,374.8980759493669,609.6700936708859,0.8148065074545078,0.10711408317646234,0.0803913605765494,0.18519349254549225,0.2471240479978258
409.4194313099041,408.63124632352935,496.4766709265175,852.8976230031949,0.810753213111013,0.14292190529149867,0.10020984631623894,0.26329987741076444,0.2037651837879659
341.09024921135614,340.0603800350259,388.65021608832774,912.4280078864351,0.6988710283574804,0.1907645257422248,0.2581077144901882,0.4588631948838394,0.1838342818283139
440.60335142118885,442.9062271468146,491.76782945736454,785.7099844961241,0.8158441402499024,0.14617807171041006,0.09800166675925574,0.23571950048012502,0.2716795149851701
493.3358170103093,478.24646978021985,539.770381443299,935.0618685567015,0.8297524740628753,0.11139351410982143,0.09494012437409537,0.2017748455551107,0.4014027573568383
392.2209944341374,393.5061825557811,437.58799072356226,826.4619907235623,0.766957078977562,0.12584003780903633,0.12272153188527708,0.24857911575726713,0.1946792033414369
289.7020789844853,288.2734296187684,302.9718942172074,538.5960719322991,0.6895789029800663,0.18088068665950555,0.15065674600374412,0.33111583682126267,0.3538662932007612
336.99372664359834,338.26562727272693,362.29562456747374,792.9325570934253,0.7485125908144139,0.16036874783283117,0.14543215110049312,0.2980591516273613,0.3330679543127584
400.31942462845,403.6371457399103,431.0465732484075,723.7360445859873,0.7769024973706076,0.1369291664627339,0.08713441102761514,0.22309750262939243,0.5365493095267971
499.59206794055206,504.90273287671243,536.8417728237793,1008.2630042462844,0.7612628441665619,0.1766067015600571,0.15921249753911274,0.34725404484863726,0.2598956438263553
473.8873237250557,474.14992583732084,510.56258980044373,930.5943503325943,0.8023031427065713,0.15030231303842495,0.13187988413817348,0.2750564971039007,0.4335797007840122
321.3095306122447,312.84721115537826,373.94210389610373,799.0992931354361,0.7502865838254433,0.1617943351497467,0.15297670073762754,0.31963317270343256,0.2314813022074506
290.47003264604814,288.8428206521739,307.1716030927835,608.508006872852,0.7470407221715596,0.13680553134194734,0.1371545562252055,0.26111925453258367,0.4356508777654661
