Participant,Task,Saccade Count,Total Saccade Duration [ms],Average Saccade Duration [ms]
P376,0,3,39428.69999999999,13142.899999999996
P376,10,2,31574.950000000004,15787.475000000002
P376,2,2,32402.840000000004,16201.420000000002
P376,3,2,89811.41,44905.705
P376,6,2,8148.920000000003,4074.4600000000014
P379,0,4,30931.439999999995,7732.859999999999
P379,1,15,120578.41000000003,8038.560666666669
P379,10,5,25402.339999999997,5080.467999999999
P379,2,2,45981.810000000005,22990.905000000002
P379,3,11,301819.03,27438.09363636364
P382,0,4,26577.940000000002,6644.485000000001
P382,1,3,15200.32,5066.7733333333335
P382,10,2,12305.169999999998,6152.584999999999
P382,2,11,151418.84,13765.34909090909
P382,3,11,158696.21999999994,14426.929090909085
P393,0,8,45078.579999999994,5634.822499999999
P393,1,4,63935.80999999998,15983.952499999996
P393,10,3,36026.369999999995,12008.789999999999
P393,2,27,281745.99,10435.036666666667
P393,3,10,195476.81,19547.681
P431,0,1,24543.64,24543.64
P431,1,0,0.0,0.0
P431,10,4,31014.21,7753.5525
P431,2,6,130128.98000000003,21688.163333333338
P431,3,13,302035.40999999986,23233.493076923067
P435,0,2,26465.67,13232.835
P435,1,9,105008.30999999998,11667.589999999998
P435,10,3,36093.87,12031.29
P435,2,9,154373.03000000003,17152.558888888892
P435,3,19,278134.28,14638.646315789476
P442,0,8,30869.47,3858.68375
P442,1,6,41206.93999999999,6867.823333333331
P442,10,6,25661.129999999994,4276.854999999999
P442,2,21,159013.58999999997,7572.075714285713
P442,3,19,168374.41999999995,8861.811578947367
P459,0,1,13865.44,13865.44
P459,1,9,71638.31,7959.812222222222
P459,10,5,29718.270000000004,5943.654
P459,2,1,17857.420000000002,17857.420000000002
P459,3,21,291268.9100000001,13869.9480952381
P490,0,1,45997.979999999996,45997.979999999996
P490,1,1,10743.83,10743.83
P490,10,3,38032.22,12677.406666666668
P490,2,0,0.0,0.0
P490,3,3,208650.42999999996,69550.14333333333
P523,0,2,57021.7,28510.85
P523,1,21,292152.44999999995,13912.021428571426
P523,10,5,50689.810000000005,10137.962000000001
P523,2,8,125851.79000000001,15731.473750000001
P523,3,24,275404.91,11475.204583333332
P539,0,3,32512.209999999992,10837.40333333333
P539,1,17,137191.17,8070.068823529413
P539,10,2,24494.51,12247.255
P539,2,30,276050.5100000002,9201.683666666673
P539,3,2,27138.539999999997,13569.269999999999
P548,0,3,22638.010000000002,7546.003333333334
P548,1,9,134391.45000000004,14932.383333333339
P548,10,5,24462.13,4892.426
P548,2,9,70974.49,7886.054444444445
P561,0,5,141456.32,28291.264000000003
P561,1,32,295408.3600000001,9231.511250000003
P561,10,6,74723.62999999999,12453.938333333332
P561,2,25,203873.8800000001,8154.955200000004
P604,0,3,24921.44,8307.146666666666
P604,1,12,78674.56000000001,6556.213333333334
P604,10,3,27123.29,9041.096666666666
P604,2,7,51221.2,7317.314285714286
P606,0,2,20057.989999999998,10028.994999999999
P606,1,6,70903.38999999998,11817.231666666665
P606,10,2,20452.510000000002,10226.255000000001
P606,2,4,29157.85,7289.4625
P620,0,6,34974.990000000005,5829.165000000001
P620,1,13,124361.43000000001,9566.263846153846
P620,10,4,34612.439999999995,8653.109999999999
P620,2,22,189333.8799999999,8606.08545454545
P623,0,3,27013.16,9004.386666666667
P623,1,4,40233.85,10058.4625
P623,10,2,16362.679999999998,8181.339999999999
P623,2,4,24554.98,6138.745
P627,0,5,27434.96999999999,5486.993999999998
P627,1,3,21554.940000000002,7184.9800000000005
P627,10,8,66558.06999999999,8319.758749999999
P627,2,5,44752.68,8950.536
P637,0,7,125147.6,17878.22857142857
P637,1,11,90383.42000000001,8216.674545454547
P637,10,6,23605.59,3934.265
P637,2,0,0.0,0.0
P641,0,5,113647.54999999999,22729.51
P641,1,13,131980.62,10152.355384615385
P641,10,5,80973.01999999999,16194.603999999998
P641,2,18,141101.75000000003,7838.986111111113
P709,0,4,21685.05,5421.2625
P709,1,2,23891.870000000003,11945.935000000001
P709,10,6,21119.51,3519.918333333333
P709,2,9,59518.72,6613.191111111111
P718,0,3,29192.02,9730.673333333334
P718,1,3,40854.13,13618.043333333333
P718,10,6,111712.95999999999,18618.826666666664
P718,2,4,63441.68999999999,15860.422499999997
P722,0,4,34202.850000000006,8550.712500000001
P722,1,11,128333.30999999992,11666.664545454538
P722,10,8,72761.02,9095.1275
P722,2,3,15590.199999999997,5196.733333333333
P742,0,1,33496.96,33496.96
P742,1,2,29126.89,14563.445
P742,10,9,38586.61,4287.401111111111
P742,2,2,41398.86,20699.43
P745,0,4,32611.170000000002,8152.7925000000005
P745,1,2,44553.28,22276.64
P745,10,3,18299.079999999994,6099.693333333332
P745,2,0,0.0,0.0
P763,0,13,182698.7,14053.746153846154
P763,1,16,276506.6,17281.6625
P763,10,0,0.0,0.0
P763,2,15,278667.76,18577.85066666667
P783,0,3,35583.35,11861.116666666667
P783,1,18,271653.44,15091.857777777777
P783,10,0,0.0,0.0
P783,2,6,85278.58,14213.096666666666
P785,0,3,35024.62000000001,11674.873333333337
P785,1,11,74236.84,6748.803636363636
P785,10,6,31853.14000000001,5308.856666666668
P785,2,20,201540.93000000002,10077.0465
P797,0,6,37308.12000000001,6218.020000000001
P797,1,8,106432.54999999999,13304.068749999999
P797,10,2,15096.070000000003,7548.035000000002
P797,2,16,145634.71999999997,9102.169999999998
P821,0,5,30047.169999999995,6009.433999999999
P821,1,3,21176.28,7058.759999999999
P821,10,2,21718.19,10859.095
P821,2,3,17251.83,5750.610000000001
P825,0,3,35484.850000000006,11828.283333333335
P825,1,7,28881.039999999997,4125.862857142857
P825,10,3,19549.430000000008,6516.476666666669
P825,2,16,102700.43000000002,6418.776875000001
P831,0,8,138895.47999999995,17361.934999999994
P831,1,9,189435.45,21048.383333333335
P831,10,3,13329.59,4443.196666666667
P831,2,4,43062.619999999995,10765.654999999999
P855,0,3,30014.079999999998,10004.693333333333
P855,1,4,31968.869999999995,7992.217499999999
P855,10,8,69671.85000000002,8708.981250000003
P855,2,7,85931.5,12275.92857142857
P867,0,2,28551.46,14275.73
P867,1,3,39476.430000000015,13158.810000000005
P867,10,0,0.0,0.0
P867,2,2,37671.880000000005,18835.940000000002
P876,0,6,41875.729999999996,6979.288333333333
P876,1,1,17164.579999999998,17164.579999999998
P876,10,2,20584.719999999998,10292.359999999999
P876,2,3,37619.75,12539.916666666666
P876,9,1,3088.6300000000047,3088.6300000000047
P901,0,5,26250.88,5250.176
P901,1,1,29373.54,29373.54
P901,10,1,20305.229999999996,20305.229999999996
P901,2,3,33020.87000000001,11006.95666666667
P901,9,3,26565.73,8855.243333333334
P906,0,2,17151.22,8575.61
P906,1,2,17429.99,8714.995
P906,10,3,26054.63,8684.876666666667
P906,2,16,297754.8800000001,18609.680000000008
P906,9,3,20978.640000000003,6992.880000000001
P920,0,2,13323.46,6661.73
P920,1,1,36322.380000000005,36322.380000000005
P920,10,10,74287.00999999997,7428.700999999996
P920,2,22,187500.57999999996,8522.753636363634
P920,9,11,59590.14,5417.285454545455
P932,0,5,68705.75,13741.15
P932,1,14,125132.36999999992,8938.026428571424
P932,10,9,204691.28999999998,22743.476666666666
P932,2,15,194651.60999999996,12976.773999999998
P932,9,23,288277.5900000001,12533.80826086957
P952,0,6,49247.61999999999,8207.936666666665
P952,1,2,42646.61,21323.305
P952,10,6,37212.88999999999,6202.148333333332
P952,2,12,125447.2,10453.933333333332
P952,9,25,215598.21000000008,8623.928400000003
P963,0,7,25230.02,3604.2885714285717
P963,1,11,173497.85,15772.531818181818
P963,10,4,46770.20999999999,11692.552499999998
P963,2,11,211380.62,19216.42
P963,9,9,82683.10999999997,9187.01222222222
