Participant,Task,Saccade Count,Total Saccade Duration [ms],Average Saccade Duration [ms]
151, 28.BMP,5,16699.200000000186,3339.8400000000374
151, 56.BMP,2,7507.399999999907,3753.6999999999534
151, 86.BMP,3,4020.600000000559,1340.2000000001863
151, 87.BMP,2,2836.0999999996275,1418.0499999998137
151, 29.BMP,2,3786.7000000001863,1893.3500000000931
151, 57.BMP,2,13212.799999999814,6606.399999999907
151, 88.BMP,1,1367.8999999999069,1367.8999999999069
151, 58.BMP,13,14014.0,1078.0
151, 30.BMP,11,7624.099999999162,693.0999999999239
151, 89.BMP,3,2435.7000000001863,811.900000000062
151, 59.BMP,20,17100.700000000186,855.0350000000093
151, 90.BMP,2,5405.000000000466,2702.500000000233
151, 60.BMP,13,22554.600000001024,1734.9692307693097
152, 31.BMP,13,19835.79999999999,1525.8307692307683
152, 61.BMP,8,5221.899999999965,652.7374999999956
152, 62.BMP,4,5188.1999999999825,1297.0499999999956
152, 63.BMP,6,3586.2000000000116,597.700000000002
153, 1.BMP,25,25374.70000000002,1014.9880000000007
153, 61.BMP,1,400.3999999999942,400.3999999999942
153, 2.BMP,10,18684.699999999997,1868.4699999999998
153, 62.BMP,5,3820.600000000006,764.1200000000011
153, 31.BMP,9,10677.0,1186.3333333333333
153, 63.BMP,2,4187.299999999988,2093.649999999994
153, 32.BMP,5,17149.400000000023,3429.8800000000047
153, 33.BMP,15,25974.700000000128,1731.6466666666752
153, 3.BMP,5,6055.599999999977,1211.1199999999953
153, 4.BMP,16,13262.5,828.90625
153, 64.BMP,5,2969.6999999999534,593.9399999999907
153, 5.BMP,3,4671.100000000035,1557.033333333345
153, 65.BMP,5,9525.89999999979,1905.179999999958
153, 6.BMP,3,3970.5999999999767,1323.5333333333256
153, 34.BMP,5,12828.699999999837,2565.7399999999675
153, 7.BMP,2,7907.70000000007,3953.850000000035
153, 35.BMP,4,13212.699999999953,3303.1749999999884
153, 36.BMP,18,28927.999999999767,1607.1111111110981
153, 8.BMP,6,9959.5,1659.9166666666667
153, 66.BMP,1,6339.5,6339.5
153, 37.BMP,6,9225.79999999993,1537.6333333333216
153, 38.BMP,2,9308.899999999907,4654.449999999953
153, 67.BMP,5,5554.900000000256,1110.9800000000512
153, 39.BMP,2,8958.499999999884,4479.249999999942
153, 40.BMP,5,7357.0,1471.4
153, 68.BMP,1,2402.29999999993,2402.29999999993
153, 69.BMP,1,5154.90000000014,5154.90000000014
153, 9.BMP,6,10960.700000000186,1826.7833333333645
153, 70.BMP,2,12578.700000000186,6289.350000000093
153, 10.BMP,10,16849.699999999953,1684.9699999999953
153, 71.BMP,2,5922.199999999953,2961.0999999999767
153, 11.BMP,2,10476.700000000186,5238.350000000093
153, 41.BMP,3,8224.699999999953,2741.566666666651
153, 12.BMP,4,13413.0,3353.25
153, 42.BMP,9,11144.40000000014,1238.266666666682
153, 13.BMP,6,18867.90000000014,3144.6500000000233
153, 14.BMP,4,13462.600000000093,3365.6500000000233
153, 72.BMP,3,8574.90000000014,2858.3000000000466
153, 43.BMP,4,9809.399999999674,2452.3499999999185
153, 73.BMP,5,7957.700000000186,1591.5400000000373
153, 15.BMP,5,11060.499999999767,2212.0999999999535
153, 44.BMP,23,24507.0,1065.5217391304348
153, 45.BMP,14,11544.299999999814,824.5928571428439
153, 74.BMP,5,5855.59999999986,1171.1199999999722
153, 75.BMP,18,17233.800000000745,957.4333333333748
153, 46.BMP,21,13596.500000000698,647.4523809524142
153, 16.BMP,7,10326.5,1475.2142857142858
153, 17.BMP,4,10059.59999999986,2514.899999999965
153, 76.BMP,8,8874.80000000028,1109.350000000035
153, 18.BMP,15,28793.999999999767,1919.5999999999844
153, 47.BMP,14,16098.70000000042,1149.9071428571729
153, 77.BMP,3,7723.899999999674,2574.6333333332245
153, 78.BMP,4,3169.600000000093,792.4000000000233
153, 48.BMP,7,6789.500000000233,969.9285714286046
153, 49.BMP,15,17783.999999999534,1185.599999999969
153, 19.BMP,3,6406.100000000093,2135.3666666666977
153, 79.BMP,2,2719.2999999998137,1359.6499999999069
153, 20.BMP,1,3803.7000000001863,3803.7000000001863
153, 50.BMP,16,24539.799999998882,1533.7374999999302
153, 80.BMP,2,2719.399999999907,1359.6999999999534
153, 51.BMP,5,10843.700000000186,2168.740000000037
153, 52.BMP,7,9291.80000000028,1327.4000000000399
153, 81.BMP,3,2836.0,945.3333333333334
153, 21.BMP,5,9058.500000000931,1811.7000000001863
153, 82.BMP,2,3119.4000000003725,1559.7000000001863
153, 83.BMP,1,3036.2000000001863,3036.2000000001863
153, 53.BMP,1,4320.9000000003725,4320.9000000003725
153, 22.BMP,6,19835.499999999534,3305.916666666589
153, 23.BMP,1,2302.2000000001863,2302.2000000001863
153, 54.BMP,14,21037.299999998417,1502.6642857141726
153, 24.BMP,0,0.0,0.0
153, 55.BMP,11,20536.80000000121,1866.9818181819282
153, 56.BMP,4,5254.9000000003725,1313.7250000000931
153, 84.BMP,1,1484.9000000003725,1484.9000000003725
153, 25.BMP,1,3253.2999999998137,3253.2999999998137
153, 26.BMP,1,2552.5,2552.5
153, 27.BMP,1,2469.0,2469.0
153, 85.BMP,2,4521.100000000093,2260.5500000000466
153, 28.BMP,1,6990.0,6990.0
153, 57.BMP,10,25675.100000000093,2567.5100000000093
153, 58.BMP,8,20652.80000000028,2581.600000000035
153, 29.BMP,6,13412.299999999348,2235.3833333332245
153, 59.BMP,1,7123.600000000093,7123.600000000093
153, 86.BMP,3,6823.100000000559,2274.366666666853
153, 60.BMP,1,6940.0,6940.0
153, 30.BMP,6,6639.799999999814,1106.6333333333023
153, 87.BMP,1,3703.600000000093,3703.600000000093
153, 88.BMP,0,0.0,0.0
153, 89.BMP,1,1301.1999999997206,1301.1999999997206
153, 90.BMP,20,124401.80000000028,6220.090000000014
154, 61.BMP,0,0.0,0.0
154, 1.BMP,12,26008.199999999953,2167.3499999999963
154, 31.BMP,12,15948.400000000605,1329.0333333333838
154, 32.BMP,12,23188.699999999953,1932.3916666666628
154, 62.BMP,3,1985.200000000419,661.7333333334731
154, 2.BMP,31,38703.799999999115,1248.5096774193264
154, 63.BMP,0,0.0,0.0
154, 33.BMP,5,17182.899999999907,3436.5799999999813
154, 34.BMP,3,5972.5,1990.8333333333333
154, 64.BMP,2,4320.899999999907,2160.4499999999534
154, 3.BMP,8,18034.099999999627,2254.2624999999534
154, 4.BMP,4,8841.900000000373,2210.475000000093
154, 65.BMP,3,3770.3000000000466,1256.766666666682
154, 5.BMP,7,12728.799999999814,1818.3999999999735
154, 6.BMP,4,8307.800000000047,2076.9500000000116
154, 35.BMP,8,15715.200000000186,1964.4000000000233
154, 36.BMP,20,22388.60000000079,1119.4300000000396
154, 37.BMP,9,14714.000000000466,1634.8888888889405
154, 66.BMP,6,6072.600000000093,1012.1000000000155
154, 38.BMP,21,18800.69999999972,895.2714285714153
154, 7.BMP,7,9492.19999999972,1356.0285714285314
154, 8.BMP,12,21487.199999999953,1790.599999999996
154, 39.BMP,11,21854.399999999907,1986.763636363628
154, 67.BMP,2,984.1999999997206,492.0999999998603
154, 9.BMP,12,17149.700000000652,1429.141666666721
154, 10.BMP,11,17984.00000000093,1634.9090909091756
154, 68.BMP,1,6406.200000000186,6406.200000000186
154, 69.BMP,1,2402.1999999997206,2402.1999999997206
154, 40.BMP,16,18618.200000000652,1163.6375000000407
154, 70.BMP,4,5355.100000000093,1338.7750000000233
154, 71.BMP,2,4854.5999999996275,2427.2999999998137
154, 41.BMP,7,12494.899999999907,1784.985714285701
154, 72.BMP,2,5271.899999999907,2635.9499999999534
154, 11.BMP,6,12061.599999999162,2010.266666666527
154, 12.BMP,11,15748.200000001583,1431.6545454546895
154, 73.BMP,3,2618.899999999907,872.9666666666357
154, 13.BMP,4,13028.899999999907,3257.2249999999767
154, 42.BMP,8,17434.299999999814,2179.2874999999767
154, 14.BMP,3,6522.800000000279,2174.2666666667596
154, 43.BMP,1,1101.1000000000931,1101.1000000000931
154, 74.BMP,3,4337.299999999814,1445.7666666666046
154, 15.BMP,5,8458.299999999348,1691.6599999998696
154, 44.BMP,0,0.0,0.0
154, 45.BMP,8,17049.900000000373,2131.2375000000466
154, 46.BMP,14,25240.99999999907,1802.928571428505
154, 47.BMP,7,14730.900000000373,2104.414285714339
154, 75.BMP,0,0.0,0.0
154, 76.BMP,3,6539.5,2179.8333333333335
154, 77.BMP,1,66.60000000009313,66.60000000009313
154, 16.BMP,8,11310.999999999534,1413.8749999999418
154, 48.BMP,5,9392.099999999627,1878.4199999999255
154, 17.BMP,12,15765.099999999627,1313.7583333333023
154, 18.BMP,14,22170.80000000028,1583.6285714285914
154, 78.BMP,0,0.0,0.0
154, 79.BMP,1,917.5999999996275,917.5999999996275
154, 49.BMP,2,6723.0,3361.5
154, 50.BMP,12,15799.099999998696,1316.591666666558
154, 19.BMP,5,10810.299999999814,2162.0599999999627
154, 20.BMP,4,8291.30000000028,2072.82500000007
154, 80.BMP,1,750.6999999997206,750.6999999997206
154, 21.BMP,1,11594.5,11594.5
154, 81.BMP,1,550.6000000000931,550.6000000000931
154, 22.BMP,6,12745.399999999907,2124.2333333333177
154, 23.BMP,5,9842.400000000373,1968.4800000000746
154, 82.BMP,1,2685.7999999998137,2685.7999999998137
154, 51.BMP,7,16315.700000000186,2330.8142857143125
154, 52.BMP,8,21654.399999999907,2706.7999999999884
154, 53.BMP,2,2836.0000000004657,1418.0000000002328
154, 54.BMP,3,14914.299999999814,4971.433333333272
154, 83.BMP,2,5955.5999999996275,2977.7999999998137
154, 84.BMP,1,2535.8000000002794,2535.8000000002794
154, 55.BMP,5,9675.499999999534,1935.099999999907
154, 85.BMP,0,0.0,0.0
154, 56.BMP,4,4320.899999999907,1080.2249999999767
154, 86.BMP,2,467.29999999981374,233.64999999990687
154, 24.BMP,7,13412.899999999907,1916.1285714285582
154, 57.BMP,2,8091.100000000093,4045.5500000000466
154, 25.BMP,4,10042.799999999814,2510.6999999999534
154, 58.BMP,5,9558.899999999441,1911.7799999998883
154, 87.BMP,4,3436.7000000011176,859.1750000002794
154, 59.BMP,2,8224.899999999441,4112.449999999721
154, 26.BMP,8,15848.699999999255,1981.0874999999069
154, 88.BMP,1,834.0999999996275,834.0999999996275
154, 60.BMP,2,2185.399999999441,1092.6999999997206
154, 27.BMP,6,11694.800000000745,1949.1333333334576
154, 89.BMP,1,1885.2000000001863,1885.2000000001863
154, 28.BMP,7,8274.5,1182.0714285714287
154, 29.BMP,1,1935.1000000005588,1935.1000000005588
154, 30.BMP,4,8541.5,2135.375
154, 90.BMP,2,2385.899999999441,1192.9499999997206
155, 1.BMP,38,21570.400000000052,567.6421052631592
155, 2.BMP,39,24239.400000000023,621.5230769230775
155, 61.BMP,7,5605.100000000006,800.7285714285723
155, 62.BMP,20,10927.000000000116,546.3500000000058
155, 3.BMP,53,21419.89999999985,404.1490566037707
155, 4.BMP,31,18551.00000000006,598.4193548387116
155, 5.BMP,28,12278.600000000035,438.5214285714298
155, 63.BMP,20,6706.300000000105,335.3150000000052
155, 31.BMP,37,17316.20000000007,468.0054054054073
155, 6.BMP,20,9993.200000000012,499.6600000000006
155, 64.BMP,18,7507.199999999953,417.0666666666641
155, 32.BMP,42,18400.600000000326,438.1095238095316
155, 33.BMP,37,19601.79999999958,529.778378378367
155, 34.BMP,12,10709.900000000023,892.4916666666686
155, 35.BMP,36,15164.49999999965,421.2361111111014
155, 65.BMP,8,4520.90000000014,565.1125000000175
155, 36.BMP,38,18033.000000000582,474.5526315789627
155, 37.BMP,67,31830.499999999418,475.0820895522301
155, 38.BMP,22,13096.09999999986,595.2772727272663
155, 7.BMP,19,7673.79999999993,403.88421052631213
155, 66.BMP,6,5671.700000000186,945.2833333333643
155, 8.BMP,55,26125.300000000163,475.0054545454575
155, 67.BMP,11,6973.100000000093,633.9181818181903
155, 9.BMP,38,16949.799999999814,446.04736842104774
155, 39.BMP,49,20753.700000000536,423.5448979591946
155, 40.BMP,36,14196.499999999534,394.34722222220927
155, 10.BMP,51,20785.499999999767,407.5588235294072
155, 68.BMP,12,4554.300000000279,379.5250000000233
155, 69.BMP,9,4620.5999999996275,513.3999999999586
155, 70.BMP,15,6939.899999999907,462.6599999999938
155, 71.BMP,16,9610.0,600.625
155, 11.BMP,24,9225.20000000042,384.3833333333508
155, 72.BMP,15,7573.799999999814,504.91999999998757
155, 73.BMP,14,5338.699999999953,381.33571428571094
155, 41.BMP,25,18385.0,735.4
155, 12.BMP,45,16166.000000000698,359.24444444446
155, 42.BMP,25,14180.69999999972,567.2279999999888
155, 43.BMP,16,8358.699999999953,522.4187499999971
155, 13.BMP,38,17799.699999999488,468.4131578947234
155, 44.BMP,15,9709.400000000838,647.2933333333892
155, 14.BMP,9,7856.600000000326,872.9555555555918
155, 45.BMP,19,15130.70000000042,796.3526315789694
155, 74.BMP,34,12078.300000000978,355.2441176470876
155, 46.BMP,40,20904.700000000885,522.6175000000221
155, 75.BMP,8,4888.09999999986,611.0124999999825
155, 76.BMP,19,7173.399999999208,377.54736842101096
155, 15.BMP,23,16382.000000000698,712.2608695652477
155, 77.BMP,7,6506.4000000003725,929.4857142857675
155, 78.BMP,11,5005.0,455.0
155, 47.BMP,38,23055.299999999814,606.7184210526267
155, 79.BMP,2,2102.100000000093,1051.0500000000466
155, 16.BMP,17,10576.300000000047,622.1352941176498
155, 17.BMP,8,9909.800000000047,1238.7250000000058
155, 18.BMP,42,25291.4999999993,602.1785714285548
155, 80.BMP,8,6522.9000000003725,815.3625000000466
155, 48.BMP,13,8875.0,682.6923076923077
155, 49.BMP,15,14730.900000000373,982.0600000000248
155, 50.BMP,34,28010.099999999627,823.8264705882243
155, 19.BMP,18,12811.999999998137,711.7777777776743
155, 20.BMP,27,20719.699999999255,767.3962962962687
155, 51.BMP,21,9625.800000000745,458.37142857146404
155, 21.BMP,30,14697.80000000121,489.92666666670704
155, 81.BMP,7,2719.5999999996275,388.51428571423247
155, 82.BMP,10,3186.5,318.65
155, 83.BMP,9,5755.499999999069,639.4999999998965
155, 52.BMP,17,10093.199999999255,593.7176470587797
155, 53.BMP,9,7991.0,887.8888888888889
155, 84.BMP,8,3503.399999999907,437.92499999998836
155, 54.BMP,24,11944.600000000093,497.6916666666705
155, 22.BMP,25,9593.30000000028,383.73200000001117
155, 23.BMP,35,17433.399999998976,498.09714285711357
155, 85.BMP,8,2552.000000001397,319.0000000001746
155, 55.BMP,28,12678.900000000373,452.8178571428704
155, 24.BMP,38,19952.30000000028,525.0605263157968
155, 56.BMP,19,8909.600000001024,468.9263157895276
155, 25.BMP,14,11144.100000000559,796.0071428571828
155, 57.BMP,25,14980.700000000186,599.2280000000075
155, 86.BMP,9,4003.5,444.8333333333333
155, 87.BMP,4,4204.100000000559,1051.0250000001397
155, 88.BMP,17,6222.200000001583,366.0117647059755
155, 89.BMP,10,3820.300000000745,382.0300000000745
155, 58.BMP,34,16682.099999998696,490.64999999996166
155, 26.BMP,36,17600.00000000093,488.8888888889148
155, 27.BMP,26,16748.699999997858,644.1807692306868
155, 28.BMP,22,11678.199999999255,530.8272727272389
155, 59.BMP,29,12211.499999999534,421.08620689653566
155, 60.BMP,11,9976.100000001024,906.918181818275
155, 29.BMP,7,11277.400000000838,1611.0571428572625
155, 30.BMP,25,12261.799999998417,490.47199999993666
155, 90.BMP,6,3970.3000000002794,661.7166666667132
156, 1.BMP,1,8374.699999999983,8374.699999999983
156, 31.BMP,0,0.0,0.0
156, 61.BMP,2,3153.0,1576.5
156, 32.BMP,0,0.0,0.0
156, 2.BMP,1,11344.099999999977,11344.099999999977
156, 3.BMP,2,19101.600000000035,9550.800000000017
156, 4.BMP,1,12845.599999999977,12845.599999999977
156, 62.BMP,1,10593.299999999988,10593.299999999988
156, 33.BMP,3,15415.0,5138.333333333333
156, 63.BMP,3,8641.599999999977,2880.5333333333256
156, 5.BMP,0,0.0,0.0
156, 34.BMP,0,0.0,0.0
156, 35.BMP,2,10193.0,5096.5
156, 64.BMP,1,4137.300000000047,4137.300000000047
156, 6.BMP,2,16982.900000000023,8491.450000000012
156, 7.BMP,2,15431.5,7715.75
156, 65.BMP,2,8007.800000000047,4003.9000000000233
156, 8.BMP,1,10943.800000000047,10943.800000000047
156, 66.BMP,2,11177.399999999907,5588.699999999953
156, 67.BMP,0,0.0,0.0
156, 36.BMP,1,16348.900000000023,16348.900000000023
156, 37.BMP,2,12962.400000000023,6481.200000000012
156, 38.BMP,1,10009.700000000186,10009.700000000186
156, 68.BMP,1,216.80000000004657,216.80000000004657
156, 9.BMP,4,18634.59999999986,4658.649999999965
156, 69.BMP,0,0.0,0.0
156, 39.BMP,0,0.0,0.0
156, 10.BMP,3,11294.09999999986,3764.6999999999534
156, 40.BMP,0,0.0,0.0
156, 70.BMP,0,0.0,0.0
156, 11.BMP,2,8591.700000000186,4295.850000000093
156, 41.BMP,2,12495.399999999907,6247.699999999953
156, 42.BMP,2,5989.0,2994.5
156, 12.BMP,2,10326.5,5163.25
156, 71.BMP,0,0.0,0.0
156, 72.BMP,0,0.0,0.0
156, 73.BMP,0,0.0,0.0
156, 74.BMP,1,8524.700000000186,8524.700000000186
156, 43.BMP,1,3486.5999999998603,3486.5999999998603
156, 75.BMP,4,13830.000000000233,3457.500000000058
156, 13.BMP,3,16966.0,5655.333333333333
156, 14.BMP,4,4504.300000000047,1126.0750000000116
156, 44.BMP,4,20286.09999999986,5071.524999999965
156, 76.BMP,5,13029.399999999907,2605.8799999999815
156, 45.BMP,5,11427.999999999767,2285.5999999999535
156, 15.BMP,2,11360.899999999907,5680.449999999953
156, 77.BMP,4,6572.699999999953,1643.1749999999884
156, 46.BMP,0,0.0,0.0
156, 47.BMP,5,14380.099999999627,2876.0199999999254
156, 78.BMP,1,133.5,133.5
156, 16.BMP,2,1451.1999999997206,725.5999999998603
156, 48.BMP,2,10693.69999999972,5346.84999999986
156, 17.BMP,0,0.0,0.0
156, 18.BMP,3,6139.200000000186,2046.4000000000622
156, 49.BMP,0,0.0,0.0
156, 19.BMP,5,15848.299999999814,3169.6599999999626
156, 20.BMP,2,16566.099999999627,8283.049999999814
156, 79.BMP,0,0.0,0.0
156, 80.BMP,0,0.0,0.0
156, 50.BMP,3,18568.000000000466,6189.333333333489
156, 21.BMP,11,15064.400000000373,1369.490909090943
156, 51.BMP,14,24857.000000000466,1775.5000000000332
156, 52.BMP,4,13096.000000000466,3274.0000000001164
156, 81.BMP,0,0.0,0.0
156, 22.BMP,4,11994.599999999627,2998.649999999907
156, 23.BMP,2,5655.500000000466,2827.750000000233
156, 53.BMP,0,0.0,0.0
156, 82.BMP,0,0.0,0.0
156, 54.BMP,7,13346.100000000093,1906.5857142857276
156, 83.BMP,1,6239.4000000003725,6239.4000000003725
156, 55.BMP,4,13179.500000000466,3294.8750000001164
156, 84.BMP,1,6389.600000000093,6389.600000000093
156, 85.BMP,1,3670.1999999997206,3670.1999999997206
156, 24.BMP,5,14914.099999999627,2982.8199999999256
156, 86.BMP,4,11911.099999999627,2977.774999999907
156, 87.BMP,1,13829.899999999907,13829.899999999907
156, 25.BMP,4,17166.0,4291.5
156, 56.BMP,1,13079.100000000093,13079.100000000093
156, 88.BMP,1,7073.4000000003725,7073.4000000003725
156, 26.BMP,0,0.0,0.0
156, 89.BMP,0,0.0,0.0
156, 57.BMP,0,0.0,0.0
156, 58.BMP,1,14163.69999999972,14163.69999999972
156, 27.BMP,1,3419.899999999907,3419.899999999907
156, 28.BMP,3,9375.30000000028,3125.100000000093
156, 29.BMP,5,9326.100000000093,1865.2200000000187
156, 90.BMP,1,6723.200000000186,6723.200000000186
156, 59.BMP,0,0.0,0.0
156, 30.BMP,3,7140.200000000186,2380.066666666729
156, 60.BMP,5,14981.299999999814,2996.259999999963
157, 61.BMP,4,7890.6999999999825,1972.6749999999956
157, 1.BMP,22,34783.7999999999,1581.0818181818138
157, 31.BMP,14,24105.79999999996,1721.8428571428542
157, 32.BMP,7,17349.600000000006,2478.5142857142864
157, 62.BMP,10,14647.599999999977,1464.7599999999977
157, 2.BMP,11,18466.500000000116,1678.772727272738
157, 3.BMP,4,15181.0,3795.25
157, 33.BMP,2,12929.200000000012,6464.600000000006
157, 4.BMP,3,6372.700000000012,2124.233333333337
157, 5.BMP,8,16298.699999999953,2037.3374999999942
157, 34.BMP,1,8641.700000000012,8641.700000000012
157, 6.BMP,3,10843.400000000023,3614.4666666666744
157, 35.BMP,5,10393.40000000014,2078.680000000028
157, 63.BMP,3,17299.79999999993,5766.599999999977
157, 7.BMP,8,16482.099999999977,2060.262499999997
157, 36.BMP,10,22138.199999999953,2213.819999999995
157, 64.BMP,2,8057.59999999986,4028.79999999993
157, 65.BMP,2,4704.600000000093,2352.3000000000466
157, 66.BMP,4,19018.199999999953,4754.549999999988
157, 67.BMP,3,11294.300000000047,3764.7666666666823
157, 37.BMP,7,12795.699999999837,1827.9571428571196
157, 38.BMP,9,19435.300000000163,2159.477777777796
157, 8.BMP,2,9409.099999999977,4704.549999999988
157, 9.BMP,5,16315.599999999744,3263.119999999949
157, 68.BMP,5,10927.099999999977,2185.4199999999955
157, 39.BMP,14,35000.00000000023,2500.000000000017
157, 69.BMP,2,6989.899999999907,3494.9499999999534
157, 70.BMP,2,7156.999999999767,3578.4999999998836
157, 10.BMP,18,30195.799999999814,1677.544444444434
157, 40.BMP,6,15581.299999999814,2596.8833333333023
157, 71.BMP,6,13379.499999999767,2229.916666666628
157, 72.BMP,5,5739.100000000093,1147.8200000000186
157, 73.BMP,3,5705.5,1901.8333333333333
157, 41.BMP,7,10142.90000000014,1448.9857142857343
157, 11.BMP,5,7390.200000000186,1478.0400000000373
157, 12.BMP,10,10326.300000000047,1032.6300000000047
157, 74.BMP,2,8357.800000000047,4178.900000000023
157, 42.BMP,8,9108.699999999953,1138.5874999999942
157, 43.BMP,3,5555.199999999953,1851.733333333318
157, 13.BMP,11,27492.700000000186,2499.3363636363806
157, 14.BMP,4,9959.699999999953,2489.9249999999884
157, 44.BMP,15,18334.500000000233,1222.3000000000154
157, 15.BMP,14,21303.800000000745,1521.7000000000533
157, 45.BMP,5,8958.499999999534,1791.6999999999068
157, 16.BMP,8,11961.30000000028,1495.162500000035
157, 75.BMP,4,9876.199999999953,2469.0499999999884
157, 17.BMP,10,19852.700000000186,1985.2700000000186
157, 18.BMP,4,19885.5,4971.375
157, 76.BMP,3,9442.499999999767,3147.4999999999222
157, 19.BMP,5,19168.200000000186,3833.640000000037
157, 46.BMP,10,20536.000000000233,2053.600000000023
157, 47.BMP,2,4988.199999999953,2494.0999999999767
157, 77.BMP,8,15981.699999999953,1997.7124999999942
157, 48.BMP,6,10543.29999999958,1757.216666666597
157, 20.BMP,6,14730.899999999441,2455.149999999907
157, 78.BMP,1,2619.100000000093,2619.100000000093
157, 79.BMP,2,2419.100000000093,1209.5500000000466
157, 49.BMP,3,8291.299999999814,2763.7666666666046
157, 50.BMP,7,15998.299999999348,2285.4714285713353
157, 80.BMP,3,12295.200000000186,4098.400000000062
157, 81.BMP,2,6823.199999999721,3411.5999999998603
157, 21.BMP,1,10443.299999999814,10443.299999999814
157, 51.BMP,3,11277.5,3759.1666666666665
157, 82.BMP,1,4821.300000000279,4821.300000000279
157, 83.BMP,1,6906.5999999996275,6906.5999999996275
157, 22.BMP,1,5104.9000000003725,5104.9000000003725
157, 52.BMP,0,0.0,0.0
157, 84.BMP,1,3970.5,3970.5
157, 85.BMP,3,9575.899999999441,3191.9666666664803
157, 53.BMP,6,14163.499999999534,2360.5833333332557
157, 54.BMP,2,6856.600000000093,3428.3000000000466
157, 23.BMP,6,15815.099999999627,2635.849999999938
