Participant,Task,Fixation Count,Total Fixation Duration [ms],Average Fixation Duration [ms]
P763,10,104,45949.700000000004,441.8240384615385
P783,10,54,21471.56,397.6214814814815
P785,10,107,47838.01,447.08420560747663
P797,10,53,28847.17,544.2862264150943
P821,10,48,27649.2,576.025
P825,10,27,36355.71,1346.5077777777778
P831,10,66,26349.55,399.2356060606061
P855,10,159,86346.42,543.0592452830189
P867,10,17,21766.600000000002,1280.3882352941177
P876,10,94,34318.240000000005,365.08765957446815
P901,10,67,29619.93,442.08850746268655
P906,10,60,32412.23,540.2038333333334
P920,10,165,89845.34000000001,544.5172121212122
P932,10,631,247503.06000000003,392.23939778129954
P952,10,78,43648.68,559.5984615384615
P963,10,139,50171.38,360.9451798561151
P108,2,153,62459.72,408.2334640522876
P164,2,133,67585.21,508.1594736842106
P165,2,546,225021.12,412.1265934065934
P169,2,220,110020.02,500.091
P193,2,145,57776.46,398.4583448275862
P228,2,120,49826.54,415.22116666666665
P309,2,630,306895.51,487.13573015873015
P313,2,418,203196.56000000003,486.1161722488039
P320,2,626,321099.79,512.9389616613419
P322,2,87,37948.98,436.19517241379316
P327,2,250,123046.88,492.18752
P340,2,151,73384.67,485.9911920529801
P370,2,675,323094.42000000004,478.6584000000001
P372,2,163,77096.19,472.9827607361963
P376,2,83,43500.85,524.1066265060241
P379,2,124,52634.89,424.47491935483873
P382,2,394,162227.72,411.7454822335025
P393,2,618,304211.79,492.25208737864074
P431,2,313,133676.44999999998,427.0813099041533
P435,2,284,160207.77,564.1118661971831
P442,2,438,190270.63,434.4078310502283
P459,2,75,43781.01,583.7468
P490,2,67,32691.47,487.9323880597015
P523,2,283,138634.77,489.8755123674911
P539,2,707,316916.26,448.2549646393211
P548,2,190,96482.67000000001,507.80352631578955
P561,2,446,241407.71000000002,541.2728923766816
P604,2,116,55510.869999999995,478.54198275862063
P606,2,118,53423.520000000004,452.7416949152543
P620,2,407,212252.55999999997,521.5050614250614
P623,2,56,31213.54,557.3846428571429
P627,2,126,66337.28,526.4863492063492
P637,2,158,67041.99,424.3163924050633
P641,2,295,150545.26,510.32291525423733
P709,2,178,81648.77,458.7009550561798
P718,2,177,77506.86,437.8918644067797
P722,2,80,38753.29,484.416125
P742,2,124,62098.39,500.7934677419355
P745,2,75,1215.52,16.206933333333332
P745,2,3,1215.52,405.17333333333335
P763,2,556,302739.11,544.4948021582734
P783,2,170,97451.78,573.2457647058824
P785,2,463,242130.92,522.9609503239741
P797,2,309,159515.08000000002,516.2300323624596
